[0:00:40] ブタ麺うますぎ: たぬきおじゃ tanukiGoja
[0:00:58] シャオレイ: おじゃ～
[10:13:38] かにぽんず: でも初心者の頃、いろいろ使えても迷うから、ひとつずつ開放して試すのはいいと思うよ
[10:13:49] Zeraniumu: 最悪LOL辞めても別げーできるし
[10:14:01] ラハール: ライズきちゃあ tanukiTanu
[10:14:23] xxtidorixx: xboxを名乗りながらPCでもできるらしいねgamepassって
[10:14:24] darksworks: 相手キモすぎないか構成
[10:14:27] だんじ: ⚡人
[10:14:38] ラハール: アクシャンやってるｗ
[10:14:42] quito314: らい様～
[10:14:47] Nightbot: たぬきリスナー用ディスコード https://discord.gg/t4TEgGX
[10:15:05] タコの刺身39800円: ライズ楽しみ
[10:15:07] Zeraniumu: らいさまこんなキモチャンプ使うんだ…って一瞬なったけどクイン使いだった
[10:15:36] Atolena: ケインの人覚えやすい名前ですね？
[10:15:36] Nightbot: www.amazon.co.jp/dp/B08N7B77NQ 自分が配信中に飲用しているゼリーでござる。ゲームに熱中してる時のお供にどうぞ
[10:15:37] quito314: ジャックショー
[10:16:08] タコの刺身39800円: らいさまはレーン強いチャンプ好きなイメージ
[10:16:46] ラハール: チャットでわいわいしてる側なぜか大体負ける
[10:17:09] Zeraniumu: アイスボーンラッシュなのかな
[10:17:17] ryunennnn: レーン広くなってイラオイ弱くなったって聞いたんですが
[10:17:19] chikin3537: とんでもないCSを失ったイラオイが生まれそう
[10:17:50] ラハール: と思わせてやつぅ～
[10:19:04] かにぽんず: 相手オールADか
[10:19:21] quito314: APはﾁｮｷﾁｮｷが居る
[10:19:35] かにぽんず: JGにチョキチョキがいた
[10:19:57] ラハール: いいウェーブだ
[10:20:03] quito314: らい様！？
[10:20:05] syobo8686: らい？
[10:20:26] golbat5: イラオイ事故だ
[10:20:57] simneeto: パッシブはがすの楽でいいね
[10:21:15] azarashi_ft: ケインの被害者らいさま
[10:21:33] xxtidorixx: ぎりぎり止まって気分悪い奴きた
[10:22:31] タコの刺身39800円: 惜しい
[10:22:31] ラハール: あうちだ
[10:24:47] Nightbot: サブスクしてもらえるとスタンプが打てるようになりたぬきのふりをすることなどができます。後自分がめっちゃ嬉しいでござる。サブスクライブしてもらった時に自分が暇であれば手裏剣投げてって言ってくれたら手裏剣投げるでござる
[10:28:45] zameku1: うお
[10:28:48] korokoroman: koe-
[10:28:48] 単品ダブル: あぶね
[10:28:55] ラハール: でっか
[10:28:55] zameku1: 余裕ゴザ？
[10:29:19] shot_taka: montageのイントロが聞こえてた
[10:29:38] ぞんびふるーつ: かわいそう
[10:29:40] Nightbot: www.amazon.co.jp/dp/B08N7B77NQ 自分が配信中に飲用しているゼリーでござる。ゲームに熱中してる時のお供にどうぞ
[10:30:40] baubauk: ｗ
[10:30:45] loekkdfe21: TOPが
[10:31:21] sagech: これもしかして義務・キャリーですか？
[10:32:46] レイムゥ: 痛すぎだろ
[10:33:00] 単品ダブル: 魂ってポータルワープ出来るのでござろうか
[10:33:05] ラハール: わっつだぁ
[10:33:06] Zeraniumu: 回復量すんご
[10:33:12] sagech: 不快な回復量
[10:33:18] demand___0: らんど君かこれ
[10:33:19] 衒名: さんだーどスカイ魂でも発動するよ
[10:33:27] Zeraniumu: どすかい魂と本体で２回発動してそう
[10:33:33] darksworks: 魂でも発動すんだｗ初めて知った
[10:33:43] selzt93147: 雑なバフで回復量も上がったし
[10:33:44] 単品ダブル: いやわかんないから試してほしいでござ；
[10:34:05] tksss_: あれCDチャンピオンごとでござ
[10:34:06] Zeraniumu: イラオイの大体の仕様的には別チャンプ扱いでカウントされてそうだけど
[10:34:07] ラハール: ドスカイはチャンピョン毎のCDだったよね？
[10:34:24] 単品ダブル: ドスカイの効果の方か；
[10:34:26] darksworks: チャンプごとだね
[10:34:34] デトロイド: 鋼といっしょか
[10:34:42] xxtidorixx: ドスカイ積んだ勝率明らかにでてるからきいてそう
[10:34:44] Zeraniumu: ｊ４のＰＡＡと一緒でござるよ
[10:34:51] ﾐﾐﾐﾐﾐ: 色んなやつ殴るとたくさん回復する
[10:36:08] ラハール: モンスター討伐官僚
[10:36:27] darksworks: 討伐隊がイラオイを討伐に成功
[10:36:32] Zeraniumu: ナミ阻害行ってくれるかな
[10:39:06] ラハール: っく～～～
[10:39:08] darksworks: イラオイが無理いいい
[10:39:27] きてるぐま: 今のバロンやっぱあれくらいでも全然ダメだ
[10:39:30] gormDZR: can win
[10:40:19] korokoroman: これでオブジェクト賞金もらえるのえぐいな
[10:41:12] darksworks: さすがに舐めすぎだ
[10:43:17] darksworks: ヤスオの壁うぜええ
[10:43:43] ktrbm: あーね
[10:44:10] ラハール: tanukiRIP
[10:44:16] pctw: にんにんはうまかったけど
[10:44:19] Zeraniumu: あのｼｭﾝｼｭﾝ小僧許せねえよ
[10:44:20] レイムゥ: JGにうんちされるレーナーかわいそうだ
[10:44:41] jorrys: ｗｗｗｗｗｗｗ
[10:44:43] xxtidorixx: きえたｗ
[10:44:44] 単品ダブル: w
[10:44:44] chachaduke: ｗｗ
[10:44:45] gardenia41: ｗｗ
[10:44:46] もうちょい: ｗｗｗ
[10:44:46] レイムゥ: ゲームこわれた
[10:44:46] のの_: ｗｗｗ
[10:44:47] quito314: おわった．．．
[10:44:48] kaniwata: ｗ
[10:44:50] pctw: ｗ
[10:44:50] ALittlePigPig: wwww
[10:44:50] 風待人: 消された
[10:44:51] Nightbot: たぬきリスナー用ディスコード https://discord.gg/t4TEgGX
[10:44:52] apple_energy: plz riot
[10:44:56] gardenia41: ヤスオにクライアントも破壊された
[10:45:01] xxtidorixx: YASUOかっけーから見てくれよな！
[10:45:01] NemoUQ: Riot「寝ろ」
[10:45:03] ssm1ths: 逆もあるよねこれ
[10:45:04] SugarFreeVG: たぬき貴様は用済みだ tanukiRIP
[10:45:04] madlemongrass: 出禁てこと？
[10:45:05] quito314: 誰かのランクに入れてもらってそいつを追い出そう
[10:45:05] jorrys: 初めて見たｗ
[10:45:06] hex65535: Riot「かっこいいヤスオ買え」
[10:45:06] のの_: チャットアプリになっちゃった
[10:45:09] darksworks: ヤスオのせいだ
[10:45:12] ssm1ths: 上だけ
[10:45:17] xxtidorixx: 上だけ残る
[10:45:20] aoto0655: ウォールペーパーエンジン
[10:45:36] xxtidorixx: なんでこうなるのか分からんけど結構あるよね
[10:45:37] NemoUQ: ヤスオからショップ飛んだら上復活するんかな
[10:45:45] Nightbot: www.amazon.co.jp/dp/B08N7B77NQ 自分が配信中に飲用しているゼリーでござる。ゲームに熱中してる時のお供にどうぞ
[10:45:54] ラハール: 長めソロQ、だよね？
[10:46:10] hex65535: いうてもう11時間になりそうかｗ
[10:46:26] Nightbot: サブスクしてもらえるとスタンプが打てるようになりたぬきのふりをすることなどができます。後自分がめっちゃ嬉しいでござる。サブスクライブしてもらった時に自分が暇であれば手裏剣投げてって言ってくれたら手裏剣投げるでござる
[10:46:47] darksworks: イラオイこれからさらに触手の調整があるってマジ！？
[10:47:00] tttaso: まさかのトップイラオイだったんかこれ
[10:47:07] ラハール: 育ったファイターは無慈悲なほどに強い
[10:47:10] xxtidorixx: アーマーがきいてたんだろうなあ
[10:47:27] hex65535: ケインがガンクでうんちして終わったか
[10:47:37] azarashi_ft: 勝ってたtopにケインが変なガンクしてキル献上して、その後にまた変なガンクして献上してグラブ６イラオイが完成して終わった
[10:47:39] jorrys: うんち？ｗ
[10:48:09] ktrbm: レンジド側もプレッシャーあるよなあ
[10:48:10] xxtidorixx: 触手最強ってことでね
[10:48:15] quito314: それで死ぬんか
[10:48:21] あすくーる: どういう表情ｗ
[10:48:24] kitsune_of_shrine: レベル6のイラオイをガンクしてはならない
[10:48:36] NemoUQ: 4です
[10:48:40] kitsune_of_shrine: 4だった
[10:48:43] quito314: 触手2本の間にレンジが行くと死ぬ
[10:48:47] xxtidorixx: 触手があればつよいんだよね
[10:48:48] ちっぷ_す: きれいな触手だなあ
[10:48:51] kitsune_of_shrine: え？4であれか
[10:49:11] あすくーる: こういうのって無理だと思ったらジャングル無視していい？
[10:49:23] 御盥: このEフラッシュでわんちゃんくらい？
[10:49:29] demand___0: ガンクきて合わせたけど事故って感じか タイマンのレーン戦こけなそうに見えるけど
[10:49:39] xxtidorixx: 魂引っこ抜かれてベチンベチンで死んじゃった
[10:49:44] quito314: ケインのウンチってわけでもないか
[10:49:53] 御盥: ケインもゲージ欲しいだろうしな
[10:50:00] utahahh: もっかいおねがいしゃす
[10:50:01] apple_energy: このあとタワー下から追い出されてGGって感じか
[10:50:03] hiiro111: 触手2本動くとこで止まったイラオイが偉い気がする
[10:50:08] 風待人: 触手二回動いてすごいだまげでたって感じか
[10:50:11] azarashi_ft: 二度目がおわった
[10:50:15] わんだーらんど: じんです ケインあかかってるらしいです 以上よろしくお願いいたします。
[10:50:29] jorrys: ｗ
[10:50:30] 風待人: え
[10:50:32] darksworks: 草
[10:50:36] apple_energy: Eで引っ張ってベチン Wでベチン
[10:50:37] Zeraniumu: ｗ
[10:50:39] hex65535: 告発きてます
[10:50:45] ラハール: 赤バフかとおもって脳バグった
[10:50:45] asahina1423: じゃあケインが悪いか・・・
[10:50:48] nukmor: RaccAttack FBBlock
[10:50:54] madlemongrass: 引っ張った時に1回、Wでもう一回反応
[10:50:58] jorrys: イラオイかたいな
[10:51:07] pctw: これらんど君がうまいわ
[10:51:08] NemoUQ: ここは窓口じゃないです
[10:51:16] quito314: 魂の試練(E)によって抜き取とった魂に対しては一定時間毎に自動的に叩きつけを行う。
[10:51:19] xxtidorixx: そうなんだーって思いました
[10:51:20] darksworks: え？
[10:51:26] nukmor: びったんびったん
[10:51:30] ラハール: へー自動的なんだ
[10:51:39] jorrys: つらそう
[10:52:22] ルファ: jgのCS差えぐいな
[10:52:43] azarashi_ft: ６グラブイラオイ誕生してるからね
[10:52:56] xxtidorixx: タワー消え去ったし
[10:54:03] quito314: もしかしてドスカイって魂殴っても発動するんか
[10:54:13] apple_energy: ドスカイって引っ張った魂でも発動する？
[10:54:19] xxtidorixx: 初手ドスカイ56%あってやばいなｗ
[10:54:21] ラハール: どすかい！どすかい！
[10:54:25] gormDZR: 急に噛んでくる犬みたいな感覚
[10:54:46] jorrys: やばすぎｗ
[10:54:49] quito314: えぐｗ
[10:54:53] ラハール: 魂に出た後ライズ殴っても発動してないっぽいかな
[10:54:54] Zeraniumu: 大体魂の器はチャンピオン扱いなんだよな
[10:54:54] さすらい777: 全てを破壊してる
[10:54:55] xxtidorixx: 魂ぶんなぐって盛ってふえたｗ
[10:54:56] madlemongrass: 征服者＋武器で耐える
[10:55:07] gormDZR: 魂に回復判定あるのはズルでしょ
[10:55:19] レイムゥ: ヤスオくるか
[10:55:30] さすらい777: そういえば魂の器でヒュプリスのスタック増えるやつって結局バグ？
[10:55:55] nukmor: RaccAttack FootYellow
[10:55:56] ラハール: 足の速さで勝負や！ｗ
[10:55:58] jorrys: 死んじゃうよ～ｗ
[10:56:01] sinma001: たぬきしんだわ
[10:56:02] yuta4972: 今ミッドで先出し安定って誰ですか？
[10:56:04] madlemongrass: 今だとアーリにリッチベイン持たせるのは微妙ですか？
[10:56:05] きょむまる: いいのか？死ぬぞ？俺が
[10:56:06] ゼロ波: 本日のたぬき鍋
[10:56:08] にぱんご: おいおい死ぬぞ？
[10:56:10] xxtidorixx: これには流石のトランプマンもただの人に
[10:56:10] darksworks: MID死亡のお知らせ
[10:56:11] 花鶏: 次回たぬき死す！デュエルスタンバイ
[10:56:12] 大福戦車: トランプが刃物に勝てるわけもなく
[10:56:15] mobunozee: フェイズラッシュで逃げられないかな
[10:56:15] NemoUQ: 返り血を浴びることになるぞ？いいのか？
[10:56:17] さすらい777: 死人がでるぞ
[10:56:18] lonelyrolling_star: トリプルトニックの音が時計のままなの期になる
[10:56:30] sinma001: おいしく料理してやってくださいイレリアさん
[10:56:37] hado_jp: こっちのスタンとあっちのスタンの重さの違いがなぁ
[10:56:39] xxtidorixx: タンク気味にしますかあ
[10:56:49] madlemongrass: ゴールドカードで止めたらいける？
[10:56:55] ゼロ波: イレリアだったらスワップしてもらおうｗ
[10:57:03] nukmor: 握撃いけます
[10:57:12] lonelyrolling_star: アカリにジャックスはどうなんだ
[10:57:20] きょむまる: これアカリだったらジャックスやばいやろ
[10:57:22] madlemongrass: どっちなんだ？
[10:57:26] Zeraniumu: ARMRの選択じゃなくなってよかった～ｗ
[10:57:31] jorrys: 自身ニキか
[10:57:37] sinma001: ダメかもわからん
[10:57:39] xxtidorixx: ARMR選択のストレスから解放された
[10:57:50] ajaxtom2016: ajaxtom2016 subscribed at Tier 1. They've subscribed for 65 months! tanukiBanzai3
[10:57:51] azul_oos: 無理寄りの無理
[10:57:52] nukmor: raizinOni
[10:58:00] 風待人: raizinRip
[10:58:05] jorrys: 確かにｗ
[10:58:05] ゼロ波: すげえ久々に当たった？
[10:58:16] xxtidorixx: あなたイグナイト必要ですかっていう
[10:58:23] ラハール: TFって基礎MS330なんだ
[10:58:25] signoy: raizinOja raizinOja raizinOja raizinOja
[10:58:35] ラハール: なんか高いイメージだった
[10:58:48] demand___0: アカリってジャックスのカウンターでは
[10:59:00] ゴミ箱足りない: ＴＦでアジリティクローク５こ詰んでる人見たけどただのトロール？
[10:59:16] madlemongrass: トリプルトニック未だに強いのかわからない
[10:59:21] ajaxtom2016: 基礎ms340くらいになったらOPかな？
[10:59:54] Nightbot: www.amazon.co.jp/dp/B08N7B77NQ 自分が配信中に飲用しているゼリーでござる。ゲームに熱中してる時のお供にどうぞ
[11:00:53] xxtidorixx: マナの概念が無いかの如くぶん回すな
[11:00:56] hiiro111: しゅんしゅんしててかっこいい
[11:01:27] ラハール: まだトラップカードクッキーを隠し持っている可能性がある
[11:02:31] jorrys: あら
[11:03:08] jorrys: ｗｗｗｗ
[11:03:11] apororon: ｗ
[11:03:12] びしょーーじょ: ww
[11:03:14] 花鶏: 煽るねえ
[11:03:15] sinma001: あおりよる
[11:03:18] Zeraniumu: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[11:03:19] ミナス: ｗｗｗｗｗ
[11:03:21] darksworks: 死にかけたけどｗｗｗｗｗ
[11:03:21] ゼロ波: 赤引いて恥ずかしくないの？
[11:03:24] xxtidorixx: 恥ずかしくないのか！
[11:03:25] Zeraniumu: ま、んしん
[11:03:29] jorrys: 油断大敵でござる
[11:03:31] きょむまる: 今死が見えたな
[11:03:32] ajaxtom2016: あびねw
[11:03:32] apororon: らいさま～
[11:03:36] asasa12312: こっちはただの人間だぞ
[11:03:50] rikuro_ojisan: 危うくクリップになる所だったでござ
[11:03:55] xxtidorixx: 当たってたらほんとにくたばってるんだろうなっていう
[11:04:04] sinma001: やろう、回復してやがる
[11:04:15] nukmor: tanukiTanu
[11:04:26] 花鶏: きまず
[11:04:29] madlemongrass: ブランドは聞いてない
[11:04:29] Zeraniumu: このJG…
[11:04:38] jorrys: 嫌そうな顔
[11:04:48] Nightbot: サブスクしてもらえるとスタンプが打てるようになりたぬきのふりをすることなどができます。後自分がめっちゃ嬉しいでござる。サブスクライブしてもらった時に自分が暇であれば手裏剣投げてって言ってくれたら手裏剣投げるでござる
[11:05:08] jorrys: やっぱりカウンターじゃないか
[11:05:10] ajaxtom2016: まっずい
[11:05:17] apororon: 無理らしい
[11:05:18] quito314: らい様？
[11:05:22] darksworks: らいじんJAX耐えろ
[11:05:46] darksworks: お願いグウェンで行こう
[11:07:32] jorrys: 確かに
[11:07:55] karin173299: apマスターイーだからね
[11:08:03] ラハール: eggui
[11:08:09] nukmor: やったか！？
[11:08:11] sinma001: キャリーしそうな顔してる
[11:08:27] jorrys: ええやん
[11:08:31] びしょーーじょ: でかあ
[11:08:39] ラハール: この試合の勝ちを確信
[11:08:42] 春野菜: めっちゃいい感じになった
[11:08:42] nukmor: RaccAttack LuvHearts raizinOni
[11:08:52] shutotwitch: 今のボット側に飛ぶのうま
[11:09:16] 風待人: tanukiSyuriken2 tanukiWairo raizinChu
[11:09:37] レイムゥ: ｼｭﾝｼｭﾝ
[11:09:44] jorrys: グウェンが変な気起こさなければ
[11:10:10] jorrys: ｗｗｗｗ
[11:10:12] びしょーーじょ: ww
[11:10:14] ラハール: 張り付いてくるのやめてね
[11:10:24] 花鶏: 顔芸やめて
[11:10:27] 大福戦車: ｗ
[11:10:27] rikuro_ojisan: 発作が…
[11:10:27] apororon: ｗｗｗ
[11:10:29] jorrys: ｗｗｗｗｗｗ
[11:10:29] レイムゥ: なんだよあいつ
[11:10:39] xxtidorixx: でもあいついつでもただの人やれるからよおって
[11:10:42] jorrys: 実にイレリアらしい
[11:10:57] びしょーーじょ: ベイトピックなんだよね
[11:12:13] ゼロ波: らいさま怒りのMR爆買い
[11:12:48] darksworks: らいじんは完全に耐えの構えに入った
[11:13:14] apororon: とほほ
[11:13:15] 花鶏: いたい
[11:13:30] xxtidorixx: タイマンならいつでもやれるとういう再確認
[11:14:11] jorrys: グウェン様やっちゃってください
[11:14:48] Nightbot: たぬきリスナー用ディスコード https://discord.gg/t4TEgGX
[11:14:49] sinma001: 1ｖ1でキルを取るゲームだったら負けていたがそれだけだ
[11:15:22] びしょーーじょ: ww
[11:15:22] jorrys: できません
[11:15:24] ラハール: にちゃぁあ
[11:15:24] ooooppppmmmm: ｗ
[11:15:25] darksworks: イレリアしてんなぁ
[11:15:26] titogeee: 実にイレリアだ
[11:15:29] ironia_: 出来ませんでした
[11:15:35] xxtidorixx: 無理らしい
[11:15:35] Nightbot: www.amazon.co.jp/dp/B08N7B77NQ 自分が配信中に飲用しているゼリーでござる。ゲームに熱中してる時のお供にどうぞ
[11:15:36] きてるぐま: 人がいるとこのおじさんウキウキしとる
[11:15:45] darksworks: 2人来るなんて聞いてないって顔してる
[11:17:25] jorrys: 結構集まってた
[11:17:26] ミナス: いっぱいいるｗ
[11:18:28] 春野菜: ぶっちゃけTFとかイグナイト無しでもやれるやろうに
[11:19:04] xxtidorixx: 強気なビルドだなあって思ったらただの間違いか
[11:19:16] 361k: もう相手詰んでるやろこれ
[11:19:49] jorrys: グウェンが来るって聞いたんですが
[11:19:56] 花鶏: アイオニア～～～～
[11:20:06] darksworks: 即死した
[11:22:29] amakusa3065: ソラカえぐい
[11:23:12] じぇーざ: おじゃ
[11:23:40] ショウジン: 相変わらずTFタワーおるの早いですか？
[11:24:08] jorrys: えぐ
[11:24:11] cloud9funboy: きしょすぎる
[11:24:16] darksworks: シュンシュンしやがって
[11:24:21] ryotaku_exe: イレリア、ソロキルに全力すぎる
[11:24:21] 風待人: tanukiRIP
[11:24:42] きてるぐま: TFこそゾニャ欲しそう
[11:24:48] Nightbot: サブスクしてもらえるとスタンプが打てるようになりたぬきのふりをすることなどができます。後自分がめっちゃ嬉しいでござる。サブスクライブしてもらった時に自分が暇であれば手裏剣投げてって言ってくれたら手裏剣投げるでござる
[11:25:00] びしょーーじょ: ドラスティールえらすぎだ…
[11:25:13] jorrys: 頑張ってるなあ
[11:25:24] amakusa3065: なかなか頑丈なバス
[11:27:02] ooooppppmmmm: ｗ
[11:27:04] cloud9funboy: ｗ
[11:27:04] jorrys: ｗｗｗｗ
[11:27:05] びしょーーじょ: ?!
[11:27:05] ラハール: 野生のアカリが飛び出してきた
[11:27:05] amakusa3065: ふふ
[11:27:07] レイムゥ: なんか忍者きた
[11:27:08] 花鶏: なんか飛んできましたが
[11:27:13] xxtidorixx: ぱあん
[11:27:19] jorrys: ほんとに飛び出してきた
[11:27:22] 風待人: おまけついてきた
[11:28:00] 春野菜: リッチとジールができると途端に足はやく感じる
[11:28:23] darksworks: ケーニック積んでかららいじんJAXが固くて草
[11:29:38] さむらい仁助: 燃え殻って無限すたっく＞
[11:29:40] さむらい仁助: ？
[11:29:50] Nightbot: www.amazon.co.jp/dp/B08N7B77NQ 自分が配信中に飲用しているゼリーでござる。ゲームに熱中してる時のお供にどうぞ
[11:29:54] darksworks: 無限スタック、死んだら5保持
[11:30:15] さむらい仁助: 死んだらなくなるんですねなるほど
[11:30:15] レイムゥ: インファ黄色カードやばそう
[11:30:56] xxtidorixx: バフの使用を分かっていない可能性
[11:30:57] jorrys: 俺がキャリーだぞ！
[11:31:41] darksworks: GG
[11:31:45] sinma001: ｇｇか
[11:31:50] nukmor: RaccAttack FootYellow
[11:31:56] jorrys: ｇｇ
[11:32:14] sagech: このバスげまげま様お二人の座席用意されてた
[11:32:15] xxtidorixx: エズ君やりますなが
[11:32:16] amakusa3065: げまげまパワーで勝利
[11:32:22] 風待人: tanukiTanu raizinOni
[11:32:31] cloud9funboy: RaccAttack RaccAttack RaccAttack RaccAttack FBBlock rtaCheer
[11:32:43] mugimiya: フェイsupかと思ったらソラカだった
[11:32:55] ajaxtom2016: シヴァナみたいな？
[11:32:56] amakusa3065: ガンクがね…
[11:33:04] xxtidorixx: シヴァーナに通じる
[11:33:05] nukmor: 味方が圧なしジャングラーで対面イレリアやヤスオにデカい顔されるの許せねえよ
[11:33:13] madlemongrass: グウェンって一度こけたら転がり続けて立ち上がれないイメージがあります
[11:33:25] signoy: raizinWokaese
[11:33:31] jorrys: そもそもキャリーする義務があるのか
[11:33:39] nooooob00: raizinWokaese
[11:33:39] 361k: 逆に刺さりやすいか
[11:33:52] SugarFreeVG: ガンクプレッシャーが無いと相手は自由に
[11:34:00] 春野菜: マスター・イーよりも厄介なイメージあるw
[11:34:02] standoing: JGグウェンとかめったに見ないなぁ
[11:34:09] 単品ダブル: 相手レーナーのミス待ちピックってこと？
[11:34:16] darksworks: グウェンキャリー義務なのは分かってるけどTOPMIDは早く来いしかないからお願いグウェンって書いた
[11:34:18] lovegorilla777: イレリアが餌に食いついた
[11:34:26] lipauuu: アカリの仮面ビルドはありですか？
[11:34:34] tora1001: こんばんは
[11:35:08] satikochan: らい様がap積み始めたし仮面積んだじゃないかな？知らんけど
[11:36:32] darksworks: ケイニックやっぱり何かしらバグってそう
[11:38:04] hiiro111: MR80貰えてhp20%分のシールドは普通にやりすぎだと思う
[11:38:37] darksworks: 2窓してたけどシールド残ってたのにAPダメージで死んでた
[11:38:45] nukmor: なんかシールド貫通してることあるよね
[11:38:50] 時宮: シールド表示がバグで残ってたという結論になった
[11:39:03] satikochan: らい様もさっきドラゴンでソラカに殺された時もなってたね
[11:39:05] lsiel: 残ってるのに貫通してるか残ってないのに見えてるか
[11:39:15] demand___0: ジャックスMR積む前にアカリが仮面素材いってたはずだよ
[11:39:24] kitsune_of_shrine: 相手からするとそのバグたまらんな
[11:39:24] 時宮: そう
[11:39:51] standoing: ハリボテシールド
[11:39:51] hiiro111: なんかガリオでもちょくちょくあった気がする
[11:42:10] きてるぐま: エイトロが不愉快
[11:42:11] standoing: ドスカイ無くなったらファイターアイテム面白くないのばっかなんだよな
[11:42:23] will4349: シーンと共存するのもちょっときもい
[11:42:33] SugarFreeVG: ドスカイあれば君も最強！好評発売中
[11:42:38] tora1001: ザックトップが強すぎる
[11:42:45] serpent_fj: サイラス嬉しいでござ
[11:43:58] jorrys: 殺意マシマシ
[11:44:11] SugarFreeVG: Roa後のビルドかなり悩む
[11:44:20] darksworks: LCKでもRoAリッチベインだしRoA正義なサイラス
[11:44:28] pautn: らいさま寝ました
[11:44:57] みかんはんぺん: みかんはんぺん subscribed with Prime. They've subscribed for 25 months! 
[11:45:02] Nightbot: たぬきリスナー用ディスコード https://discord.gg/t4TEgGX
[11:45:34] demand___0: 昨日のshowmakerサイラスはロアリッチ時計ブルームだったはず
[11:45:56] Nightbot: www.amazon.co.jp/dp/B08N7B77NQ 自分が配信中に飲用しているゼリーでござる。ゲームに熱中してる時のお供にどうぞ
[11:46:02] レイムゥ: 痛すぎる
[11:46:05] jorrys: いｔｔった
[11:46:31] standoing: がぶ飲み気絶部
[11:47:17] sakimura0258: たぬきおじゃ
[11:47:42] jorrys: 流石にか
[11:48:07] catless: そろQたぬきおじゃ
[11:48:19] くろみうむ3776: !opgg
[11:48:19] Nightbot: https://www.op.gg/summoners/jp/Ninja%20of%20Ninjas
[11:48:50] lipauuu: どんな偉さなんですか？
[11:49:05] 火星の猫: このマッチアップでjgリリアなの辛そう
[11:49:16] amakusa3065: わあ
[11:49:17] jorrys: いやつよーｗ
[11:49:23] レイムゥ: ダマゲ～
[11:49:23] おとこうめ: マジか
[11:49:24] catless: E当たったら即死；
[11:49:53] kak9999: MR積んだのに…
[11:49:55] yunico0604: マントあってもレベル5のフルコンで10割いくのか
[11:52:20] amakusa3065: CCえぐ
[11:53:05] レティツィア: カジックスいつになったら帰るんだ
[11:54:28] catless: どうして～
[11:54:39] jorrys: もったいなかった～
[11:55:04] yunico0604: クレッド2回も燃やされて可哀想
[11:55:52] yunico0604: サイラスってMR靴とかからいって殺す圧無くなるの良くない？
[11:56:33] jorrys: nt
[11:56:33] ふう_: showmakerがサイラスでroa積んでたけどソロQだと微妙？
[11:57:43] jorrys: なんだ？
[11:57:43] くろみうむ3776: なんだいまの
[11:58:27] jorrys: お、落ち着いて―
[11:58:50] jorrys: クレッド；；
[11:59:19] くろみうむ3776: ジン0キルかなしい
[11:59:46] denclva: ウルトなかったのに偉すぎる
[11:59:56] Nightbot: www.amazon.co.jp/dp/B08N7B77NQ 自分が配信中に飲用しているゼリーでござる。ゲームに熱中してる時のお供にどうぞ
[12:02:38] isofuraf: アカリサイラス、シャドフレとリッチで迷うんですが、リッチの方が強い？
