[0:00:26] ryokucha112233: やあ
[2:15:24] ゴアタマ: うんぶり
[2:15:34] beeyobybeeyoo: こんけんき
[2:15:41] MrYasu02: なんとかなれー！
[2:15:42] びりびり0810: いいね
[2:15:43] nitamago33: うおお
[2:15:43] keine_sub: よーーーーし
[2:15:44] ひまぐれ: おおお
[2:15:45] scrapcrafter25: なんとなれ〜！
[2:15:48] ポニーテールしたメダカ: あ
[2:15:49] ひまぐれ: あ
[2:15:51] ぺろキャン: あ
[2:15:51] ケツアゴ: ばけもんきてます
[2:15:55] scrapcrafter25: あ
[2:15:56] osyoyuyasan: ちょがすもいいTP
[2:16:02] びりびり0810: チョガスがゴジラになってる
[2:16:02] beeyobybeeyoo: 息の根止めるwww
[2:16:05] 口座残高560円のかかおまる: ダメだこのエイトロックス
[2:16:08] calamal_bechiato: チョガスから逃げるゲーム
[2:16:13] sataraito22: もうやめましょうよ  BibleThump
[2:16:21] ShanaKamishiro: あ
[2:16:23] かにまぐろ: チョガスでっか
[2:16:24] ざきちゅーぶ: 声可愛い
[2:16:36] ぞうくまいくお: こんけんき
[2:16:38] osyoyuyasan: ミッドはいきのねとめる、トップはこころがなえる
[2:16:38] ふよーら: エイトロないてもいい
[2:16:54] ko_wab: とめる。いや、とめるママ、俺にも生きててえらいって言ってくれ
[2:16:56] びりびり0810: ドラゴン意識はすごい
[2:17:07] kikori_ossan: ちょがす帰ってくる前に倒したい
[2:17:11] kakkkkkkajka: とめるって人地雷系の声してていいね好き
[2:17:20] Jamesthemesser: 4ドラしらんのか
[2:17:21] osyoyuyasan: とめるさんの時代はドラゴンは全員１５０えんくれるだけの存在だったからな
[2:17:23] ポニーテールしたメダカ: 今は昔よりドラゴンは重要
[2:17:23] karaas7: ドラゴンソールもない時代か
[2:17:47] かにまぐろ: とめるって38さいなの？
[2:17:49] Jamesthemesser: けんきくんワードおけるようになったね
[2:17:54] びりびり0810: あ
[2:17:56] yanbal_kuina: あｗ
[2:17:59] Jamesthemesser: あ
[2:18:05] Jamesthemesser: 玉砕
[2:18:05] 411c3: あ
[2:18:07] nekocat77777: ドラゴン１５０円なつｗ
[2:18:08] ケツアゴ: ばけもんだあ～
[2:18:08] kikori_ossan: すっと入っていくｗ
[2:18:10] binbiba: この方の名字はいきのねって読み方で合ってますか？
[2:18:10] ざきちゅーぶ: 優しいとめるさん
[2:18:11] びりびり0810: よそ見運転
[2:18:12] だいなす: とことこしんじゃお
[2:18:12] Jamesthemesser: 舌打ちされてるよ
[2:18:13] ぱんふぁい: とことこ
[2:18:14] keine_sub: 内心ピキってませんか？
[2:18:20] sunohaka: 一般通過シンジャオ
[2:18:23] as4kura3: アイアンでちった
[2:18:25] karaas7: でっか
[2:18:25] musashi454: あちゃー
[2:18:27] 緋蜂: ペロッ
[2:18:30] kakizaki2: ペロペロ
[2:18:30] takahashi_png: ちょっと通りますよ
[2:18:34] ぱんふぁい: ペロペロ
[2:18:40] ざきちゅーぶ: ふへへ
[2:18:41] ユメオ: ｗｗｗ
[2:18:42] びりびり0810: 楽しそう
[2:18:47] Jamesthemesser: 躁鬱がおおきいから
[2:18:53] ぞうくまいくお: とめちゃんーー
[2:18:59] Jamesthemesser: つよ
[2:19:01] ケツアゴ: でもLoLやるとリスナー無差別BANしちゃうから…
[2:19:13] Jamesthemesser: チョガスはかかわらない
[2:19:26] osyoyuyasan: チョガスのウルトは実質スマイト
[2:19:26] ハンギョマン: いつもと違ってほんと生き生きしてる
[2:19:49] osyoyuyasan: とめるさん今のゴーレムバフは後半から全員につきますよ
[2:19:52] ざきちゅーぶ: とめるちゃんありがとね
[2:19:53] Jamesthemesser: 裏で男とやるlolがいっちゃん面白いんだから
[2:20:26] びりびり0810: ｗｗｗ
[2:20:27] らあすと: 耐えー
[2:20:29] 冷たい焼肉: ww
[2:20:29] 411c3: ｗｗｗｗｗ
[2:20:31] れいよん04: www
[2:20:31] beeyobybeeyoo: wwwwww
[2:20:31] ざきちゅーぶ: 良いね！
[2:20:33] yoyo_443: ｗｗｗ
[2:20:34] keine_sub: 溺れてら
[2:20:35] ぱんふぁい: wwwwwwwwwwww
[2:20:36] Jamesthemesser: 発作
[2:20:36] おさとも: ｗｗｗｗ
[2:20:36] gesukichi: ｗｗｗ
[2:20:37] 緋蜂: 今日のとめるかわいいな
[2:20:37] 8万ポリゴン: 喘ぐな
[2:20:38] morimori03020320: 声にならない声が
[2:20:39] subaru_bf: ｗｗｗｗｗｗｗｗｗ
[2:20:39] simmonfoxy: しんどいわ
[2:20:39] sataraito22: 先生してたのに
[2:20:41] sunohaka: キチゲ解放
[2:20:41] 冷たい焼肉: わちゃわちゃ
[2:20:42] takahashi_png: WutFace
[2:20:48] shunin77: ヒスの血
[2:20:49] mm_kos: 普通に怖いw
[2:20:50] ポニーテールしたメダカ: 外してない、相手に無効にするスキルがあっただけ
[2:20:51] osyoyuyasan: 今の愛て、比較的新しいチャンプだから無敵があるの計算できませんでしたね。
[2:20:52] びりびり0810: キチゲ解放中
[2:20:52] らあすと: 歯だけじゃなく心まで壊れちゃった
[2:20:54] ぱんふぁい: あーあ、壊れちゃった
[2:20:57] Jamesthemesser: ２０代のうちに暴れておこう
[2:21:05] kakizaki2: lol民って感じでいいな
[2:21:05] me3156: ないすー
[2:21:19] kikori_ossan: 帰りてえ
[2:21:31] びりびり0810: いいね
[2:21:38] 8万ポリゴン: ちょもす氏？
[2:21:39] osyoyuyasan: いけいけいけいけいけ
[2:21:41] osyoyuyasan: O E K
[2:21:43] ようみゅ: おお倒したのすご
[2:21:44] Jamesthemesser: なんか普通のlolで安心する
[2:21:44] 緋蜂: 輝いてる
[2:21:50] me3156: シャットダウンの金額でかいですね
[2:22:03] びりびり0810: いいね
[2:22:05] せお0724: ドラゴン
[2:22:07] Jamesthemesser: IGLおるね
[2:22:14] osyoyuyasan: レベル差さえうまればこわくない
[2:22:54] Jamesthemesser: まだだぞ
[2:22:56] kikori_ossan: あ
[2:23:00] Jamesthemesser: あ
[2:23:11] karaas7: 100満点
[2:23:13] ぱんふぁい: あ
[2:23:21] akykan: うめえな
[2:23:21] びりびり0810: つっよ
[2:23:22] らあすと: うっまあ
[2:23:22] びしょーーじょ: うおおおおおお
[2:23:23] Jamesthemesser: アイアンとの違い
[2:23:24] 緋蜂: すげえええええあえ
[2:23:24] nitamago33: つよ
[2:23:25] ようみゅ: うまいー
[2:23:25] keine_sub: やーーーる
[2:23:26] たいにー: www
[2:23:27] のあゆずりは: うっまｗ
[2:23:27] ぺろキャン: wwwwww
[2:23:27] osyoyuyasan: プロ
[2:23:27] マグカップマン: うますぎだ～ｗ
[2:23:28] ケツアゴ: ｗｗｗ
[2:23:29] me3156: つおい
[2:23:29] ぱんふぁい: つんよ
[2:23:30] king_macky: MIDプライドバトル
[2:23:31] 411c3: やるーｗｗｗ
[2:23:32] yuto5290: www
[2:23:32] dearnaturac: うえーいうへっへえ
[2:23:35] _まゆげ_: 楽しそうで何よりです
[2:23:36] sataraito22: スパルタ兵
[2:23:41] mm_kos: 黙るの草
[2:23:42] sunohaka: ｗｗｗ
[2:23:45] 昆布畑: 蛮族
[2:23:46] 冷たい焼肉: 楽しそう
[2:23:47] Jamesthemesser: アイアンのfaker
[2:23:49] andaseizounin: 魔法ダメージめっちゃ食らってるから魔法防御積みたいね
[2:23:51] ぱんふぁい: さす婆
[2:23:53] びりびり0810: 死んだら終わり
[2:23:56] ポニーテールしたメダカ: そう
[2:24:02] osyoyuyasan: Vtuber界で一番うまい可能性まである。
[2:24:06] 8万ポリゴン: 流石Vチュー婆
[2:24:16] Jamesthemesser: チョガスはいない
[2:24:16] anti0124: 理想のりりむ
[2:24:19] stable_diffusion_master: 11歳（29歳
[2:24:24] ポニーテールしたメダカ: Vで一番上手いのはさすがに葛葉
[2:24:29] ゆーせいー: なろう系とめる
[2:24:44] ようみゅ: おおーナイスー
[2:24:45] Jamesthemesser: もういぞ
[2:24:48] Jamesthemesser: あぶないぞ
[2:24:53] king_macky: エイ太郎
[2:24:56] stable_diffusion_master: つっよ
[2:24:57] びしょーーじょ: a
[2:25:02] ケツアゴ: 後ろから良い感じにはいられたな
[2:25:05] ぱんふぁい: ひえー
[2:25:06] mm_kos: 綺麗に決まっちまった
[2:25:07] Jamesthemesser: さみーらいつもありがとう
[2:25:10] me3156: ないすとらい
[2:25:13] karaas7: サミーラ育ったらまずい
[2:25:18] ぱんふぁい: さみーらいつも
[2:25:19] 冷雨です: まずい
[2:25:31] おさとも: ｗｗｗ
[2:25:32] ソロマスオタク: メタｗｗ
[2:25:33] ようみゅ: ｗｗｗ
[2:25:39] 8万ポリゴン: さみーら冷めちゃった
[2:25:41] らあすと: ウーバー勝ち
[2:25:44] MrYasu02: リスナーが持ってきちゃうぞ
[2:25:56] えにくすさん: バーキンもっていくぞー
[2:26:21] Jamesthemesser: 孤立してますよ
[2:26:23] osyoyuyasan: いやもどったら
[2:26:26] Jamesthemesser: いやいやいや
[2:26:30] osyoyuyasan: はやくいったほうが
[2:26:37] Jamesthemesser: アイアンでちゃったね
[2:27:04] ようみゅ: 大事なお家が
[2:27:10] らあすと: でっかあ
[2:27:20] 411c3: 育ちすぎいいいいい
[2:27:23] Jamesthemesser: でっっっっっっか
[2:27:24] びしょーーじょ: 重症ないっすね
[2:27:25] 緋蜂: ない
[2:27:25] ふよーら: ゴジラおる
[2:27:31] 一ノ瀬かも: カルマがあある
[2:27:34] 2vnox: 重曹？ｗ
[2:27:35] chikuwanameko: もってねぇけどカルマがつんでる
[2:27:42] me3156: いいね
[2:27:42] osyoyuyasan: いいぞ
[2:27:54] Jamesthemesser: なんかきた
[2:28:07] Jamesthemesser: キャリー
[2:28:11] らあすと: つよーい
[2:28:17] Jamesthemesser: ワードえらい
[2:28:19] osyoyuyasan: いけるいけるいける
[2:28:20] びしょーーじょ: ジャオが硬え
[2:28:21] chikuwanameko: この解像度で重症アイテムわからないとかあるのか
[2:28:25] me3156: ドラゴンももうそろそろですね
[2:28:50] osyoyuyasan: アイテムの機能がだいぶかわってるから最近の効果がわからんのやろ
[2:28:51] 緋蜂: アイテム変わってたりするから仕方ないね
[2:29:06] juicy0426: デスファイアグラスプ！？
[2:29:10] hattyoo: エルダー
[2:29:12] カワダコウヘイ: ?なんか、聴いたことがある声が…
[2:29:13] akueri0218: 流石にエルダーか？
[2:29:14] kakkkkkkajka: ドラゴン取ってからならバロン取れる
[2:29:16] Jamesthemesser: あぶないよ
[2:29:25] osyoyuyasan: いける
[2:29:36] akueri0218: あ
[2:29:36] ようみゅ: あああ
[2:29:37] Jamesthemesser: ゴジラきちゃった
[2:29:37] stable_diffusion_master: 裏からバケモンが
[2:29:41] らあすと: でっけえなあ
[2:29:44] nitamago33: 神のザイラウルト入ったな
[2:29:55] ぱんふぁい: 崩壊したか
[2:29:56] 緋蜂: しゃーない
[2:30:01] 一ノ瀬かも: チョガスザイラで終わった
[2:30:04] ようみゅ: ナイストライ
[2:30:04] らあすと: www
[2:30:04] Jamesthemesser: キチゲ
[2:30:05] akueri0218: wwwwwwwwwwww
[2:30:10] びしょーーじょ: ww
[2:30:11] ふよーら: wwwww
[2:30:11] calamal_bechiato: 真剣にやってるリアクションw
[2:30:14] stable_diffusion_master: gg
[2:30:17] ばっきゃ: こんけんき 配信つけた瞬間に喘いでてびびった
[2:30:18] osyoyuyasan: gg
[2:30:19] chikuwanameko: チョガスでエリアコントロールされるの終わってるｗ
[2:30:19] 緋蜂: GG
[2:30:19] me3156: ｇｇ
[2:30:19] keine_sub: ごめーーーーん俺のせいだーーー申し訳ねーーー
[2:30:20] Jamesthemesser: 舌打ちしろ
[2:30:20] ようみゅ: お家無くなっちゃった
[2:30:22] ぱんふぁい: gg
[2:30:23] えにくすさん: ごべぇーーーーーーーーーーん
[2:30:35] ようみゅ: gg
[2:30:37] ShanaKamishiro: やばすぎんだろ
[2:30:38] tamazo_pan: 力が…力が欲しい…
[2:30:46] 塩辛いカラスミ: スーパーサイヤ人とめる
[2:30:51] hiyokko3: ザカセン…でたかったな…
[2:30:57] カワダコウヘイ: やはり、とめる様でしたか
[2:31:03] osyoyuyasan: みてておもろい
[2:31:07] _まゆげ_: 慈悲の天使・・・？
[2:31:22] Jamesthemesser: それはそう
[2:31:27] ばっきゃ: それはまあそう
[2:31:28] ShanaKamishiro: そうだなｗ
[2:31:29] stable_diffusion_master: 育てた対面が悪い
[2:31:48] おさとも: あ
[2:31:55] me3156: 配達員（リスナー）
[2:31:55] 411c3: え？
[2:31:56] 塩辛いカラスミ: 田舎はほんとに居ない
[2:31:57] おさとも: 雪降ってるからね
[2:31:57] ShanaKamishiro: い、なか？
[2:31:58] stable_diffusion_master: 八、王子
[2:31:58] Jamesthemesser: 高尾山！？
[2:31:59] MrYasu02: は、ちおうじ
[2:31:59] えにくすさん: 八王子の田舎
[2:32:03] yandereyahoo: 今雪だけど呼べるんか？
[2:32:05] scrapcrafter25: まじか
[2:32:05] ぱんふぁい: は、ちおうじ
[2:32:05] カワダコウヘイ: (リスナーいーつ？
[2:32:08] barika_t: !member
[2:32:08] Nightbot: 息根とめる
[2:32:11] おもチ: 出前館は?
[2:32:12] ケツアゴ: 八 王 子
[2:32:13] tarepi03: 特定
[2:32:14] ようみゅ: 草
[2:32:15] _まゆげ_: 東京の山
[2:32:15] osyoyuyasan: 今、雪だから
[2:32:15] ShanaKamishiro: は、ちおうじ
[2:32:16] ソロマスオタク: 西東京か
[2:32:20] おさとも: 雪降ってるっとウーバー届けてくれない
[2:32:21] morimori03020320: 山はそら
[2:32:21] kakkkkkkajka: たか、お
[2:32:24] MrYasu02: もう高尾みたいなもんやん
[2:32:26] 緋蜂: た、かお
[2:32:28] takahashi_png: BibleThump
[2:32:29] _まゆげ_: 細かく言うな
[2:32:29] ザリガーノ: リスナーが届けるから
[2:32:30] nitamago33: 高、尾
[2:32:33] MrYasu02: 前話してたぞww
[2:32:33] basho2022: バーキン特定しました
[2:32:38] えにくすさん: 高尾山に住んでる
[2:32:39] oshirosan: ｗｗｗ
[2:32:40] vennve: 衛星回線ってマジ？
[2:32:40] yoyo_443: 山姥ｗｗｗｗ
[2:32:46] とろびんちょう: 本当に山です
[2:32:48] chikuwanameko: 郵便受けテロはすごかった
[2:32:50] osyoyuyasan: いえがなくなって、運営がさがしてくれた倉庫じゃなかった？
[2:32:51] kakkkkkkajka: 運営「お前山に住め」
[2:32:52] のん8823: 運営が監禁したのかｗ
[2:32:52] yandereyahoo: 回線はあるんだな
[2:32:54] scrapcrafter25: wwwww
[2:32:56] 8万ポリゴン: 深層組そのへんにいるんか
[2:33:00] おもチ: 家のこと聞くな、とめる全部漏らすから
[2:33:00] えにくすさん: インフラを運営に握られてるからな
[2:33:01] ゆーせいー: 山送りか
[2:33:07] MrYasu02: 社会的信用ゼロって
[2:33:08] はいじんちゃん: 運営『山から降りるな』
[2:33:08] stable_diffusion_master: 自分じゃ信用無くて契約できねーからな
[2:33:13] ソロマスオタク: 山送りは笑う
[2:33:15] 塩辛いカラスミ: 運営にウーバーしてもらうしかない
[2:33:17] Jamesthemesser: ヨー、カドー
[2:33:22] カワダコウヘイ: ネットスーパーは賢い
[2:33:26] yandereyahoo: 車はあるわけないか
[2:33:31] daapto: SCP財団みたいに収容保護されてるから
[2:33:33] あっつん4503: あの辺スーパーバリューあるくね？
[2:33:34] nitamago33: できる女
[2:33:35] sataraito22: 好感度アップ
[2:33:37] たいにー: karubisNadenade karubisNadenade
[2:33:40] ぱんふぁい: してたよ
[2:33:41] カワダコウヘイ: 料理配信していましたよね
[2:33:42] とろびんちょう: 無駄に料理上手
[2:33:44] subaru_bf: すごいやん
[2:33:44] stable_diffusion_master: 料理、ね
[2:33:44] Jamesthemesser: お菓子つくり女さんしてた
[2:33:50] えにくすさん: ちゃんと作れる女です
[2:33:51] 塩辛いカラスミ: 女子力あるやん
[2:33:52] 411c3: 今日でとめるの好感度結構上がった
[2:33:55] 緋蜂: すごいじゃん
[2:33:56] tarepi03: 明るくて料理上手ってもて案件じゃん
[2:33:57] osyoyuyasan: おかし・・・・？
[2:34:00] mm_kos: 食えないじゃん
[2:34:00] scrapcrafter25: すげぇ！
[2:34:00] 空豆_: アップルリングすごかったな
[2:34:01] ケツアゴ: 謹慎中暇なので
[2:34:07] 8万ポリゴン: ゴキブリ映るぞ
[2:34:08] daapto: 結構前に写真ツイートしてたよね
[2:34:09] beeyobybeeyoo: 作れんのか！
[2:34:12] sataraito22: 悲しき過去あり
[2:34:14] おさとも: BibleThump BibleThump BibleThump
[2:34:17] scrapcrafter25: BibleThump BibleThump
[2:34:18] はいじんちゃん: できるオンナか
[2:34:20] takahashi_png: BibleThump
[2:34:20] subaru_bf: パイナップルピザ好きなんだっけ
[2:34:21] ようみゅ: 理由がねｗ
[2:34:21] とろびんちょう: 暇すぎて身についたスキル
[2:34:22] beeyobybeeyoo: BibleThump BibleThump BibleThump BibleThump
[2:34:25] king_macky: 料理始めた理由が後ろ向きすぎる
[2:34:25] カワダコウヘイ: 料理できるのは、ガチで強い
[2:34:25] me3156: 理由は悲しめ
[2:34:25] 411c3: BibleThump BibleThump BibleThump
[2:34:26] odenn_dao: BibleThump
[2:34:27] びしょーーじょ: BibleThump
[2:34:29] nitamago33: 暇すぎて覚えたか
[2:34:29] Jamesthemesser: 時間はあるから・・・
[2:34:30] _まゆげ_: そうなんよね
[2:34:32] osyoyuyasan: BibleThump
[2:34:36] beeyobybeeyoo: 前向きにな
[2:34:41] ふよーら: BibleThump BibleThump
[2:34:42] beeyobybeeyoo: えスゴ
[2:34:43] kamibou2: あの企画に乗った以外は完璧な女
[2:34:46] ザリガーノ: ふかふーか
[2:34:47] stable_diffusion_master: こ、な
[2:34:47] 411c3: すご
[2:34:50] ソロマスオタク: かわいく見えてきた
[2:34:52] scrapcrafter25: おおおおおお
[2:34:52] タダノヒヨコ: うまそ
[2:34:54] naosan__: 製粉ｗ？
[2:34:54] ko_wab: 粉すってそうなのに
[2:34:56] karaas7: パンは焼きたてが上手いんよな
[2:34:56] morimori03020320: すごい
[2:34:57] たいにー: 美味そううぅ
[2:34:57] デュタ: けっこう本格的だ
[2:34:58] takahashi_png: おお
[2:34:59] おさとも: おお
[2:34:59] tamazo_pan: おいしそう
[2:35:00] tarepi03: 結婚したいだろ
[2:35:03] Jamesthemesser: 口は臭いけど料理はうまい
[2:35:03] subaru_bf: おお
[2:35:03] びしょーーじょ: えーすげ
[2:35:03] 塩辛いカラスミ: これは美人で器量のある女性
[2:35:04] ぺんニキ: うまそうやん
[2:35:04] びりびり0810: めっちゃ美味しそうじゃん
[2:35:05] scrapcrafter25: うまそう！
[2:35:05] sin_key_law: おーいいじゃん
[2:35:05] ふよーら: すっげえ
[2:35:05] コユウ: 美味そう
[2:35:05] ぱんふぁい: 虫歯さえなけりゃなぁ
[2:35:06] あき_유: デスマフィン騒動の時にもマフィン焼いてたよ tomeruKAWAII
[2:35:06] 411c3: おおおおおすげー
[2:35:06] nitamago33: 普通にうまそうやん
[2:35:07] yoyo_443: うまそう
[2:35:07] nekocat77777: ねこ！！
[2:35:08] はいはいい: おいしそ
[2:35:08] カワダコウヘイ: 普通にうまそう
[2:35:09] ダンデり: とめるは、可愛い
[2:35:10] らあすと: ん
[2:35:10] ポンジュ2: 美味しそう
[2:35:10] まぐろさん_: 噛めるの？
[2:35:11] ソロマスオタク: マジでうまそうじゃん
[2:35:11] osyoyuyasan: ネコ
[2:35:11] やーすーだよ: すげぇ
[2:35:11] 昆布畑: ええやん
[2:35:12] tarepi03: 猫ちゃんがいちばんいい
[2:35:12] ねめちゃ: ぬっこ
[2:35:13] me3156: これ何入ってるんです？
[2:35:13] _まゆげ_: とめるはかわいいよ
[2:35:14] ようみゅ: そうなんよ可愛い子よ
[2:35:14] おさとも: あ
[2:35:15] amugerou: は？
[2:35:16] additive0: wwwwwwwww
[2:35:16] ふよーら: まあかわいくはある
[2:35:17] カワダコウヘイ: 男はちょろいんよｗ
[2:35:18] 仲根にど: あれ？可愛い女の子？
[2:35:18] stable_diffusion_master: 虫歯20本だけどな
[2:35:18] sin_key_law: ん？うん
[2:35:18] sataraito22: むじゃき・・・？
[2:35:19] ぺんニキ: ふーん、やるやん
[2:35:21] basho2022: お料理コラボあるかこれ
[2:35:21] はいじんちゃん: はい？
[2:35:21] suzumiaz: ちょれえ
[2:35:22] びしょーーじょ: でも口めっちゃくさそう
[2:35:22] ポンジュ2: とめるちゃんは可愛いよ
[2:35:23] yu_niki: 週末に会えるアイドルですか
[2:35:23] beeyobybeeyoo: 写真だけみたら優良物件だな
[2:35:23] 昆布畑: うおお
[2:35:27] 仲根にど: か、ぐら
[2:35:27] びりびり0810: それはそう
[2:35:29] naosan__: ※なお虫歯
[2:35:30] ソロマスオタク: うむ
[2:35:31] as4kura3: lol配信したほうがいい
[2:35:31] おさとも: BloodTrail BloodTrail BloodTrail
[2:35:32] gesukichi: なんか可愛い気がする、、、？
[2:35:32] osyoyuyasan: やっぱ歯がないからやわらかいパンがいいんだな
[2:35:32] riri_desu__: ちょろくて草
[2:35:32] ginji0222: 虫歯とあれだけが欠点
[2:35:34] ko_wab: うんうんうん
[2:35:34] beeyobybeeyoo: いちばん可愛いな
[2:35:35] 411c3: うん
[2:35:35] Jamesthemesser: 絵被り
[2:35:35] ゆーせいー: 正直かわいい
[2:35:37] umakuchishoyu: とめるの一番かわいいところ
[2:35:37] AyamuneEri: ネガティブなことあまり言わないしめっちゃ明るいよね
[2:35:38] ポンジュ2: うんうん
[2:35:38] anti0124: いーーーーやのあちゃんだね
[2:35:39] Fiarar: 歯医者に行けたら完璧なのに
[2:35:41] takahashi_png: め、あ…
[2:35:41] ハンギョマン: 生き生きしてる
[2:35:44] デュタ: 純粋に楽しんでる感じがある
[2:35:45] カワダコウヘイ: ｗｗ
[2:35:45] ShanaKamishiro: 正直これが正解だよ
[2:35:45] ようみゅ: 維持出来たらｗ
[2:35:46] mumr4: 無邪気はポイント高いからなぁ
[2:35:46] kakizaki2: まあ、わからんでもない
[2:35:47] 塩辛いカラスミ: www
[2:35:48] ポニーテールしたメダカ: LOLで天下は無理かも。。。
[2:35:50] まぐろさん_: 虫歯とAVスプラさえなければ天下取れてる
[2:35:51] nitamago33: だんだん闇に
[2:35:51] Jamesthemesser: 言葉選んでるからね
[2:35:54] 昆布畑: 虫歯で相殺されちゃうのが残念
[2:35:54] ぱんふぁい: とめるは炎上してたときの配信が一番かわいかったよ
[2:35:55] as4kura3: ランク上がるにつれて・・・
[2:36:00] osyoyuyasan: クイックくらいなら・・・ね
[2:36:00] はいじんちゃん: めあが嫉妬してくるぞ
[2:36:02] 空豆_: すさんでくるとヤバそう
[2:36:06] ようみゅ: ぐつると無言
[2:36:07] osyoyuyasan: おねぇさんキャラの間はいいけどね
[2:36:08] ゴアタマ: 家が僻地だから歯医者いけてないのか
[2:36:09] stable_diffusion_master: でもとめるの配信は究極のトジコンだからなあ
[2:36:13] ザリガーノ: 舌打ちとか入っちゃう
[2:36:15] あっつん4503: ワンチャン実家がとめるの近所で笑う
[2:36:17] _まゆげ_: とめる・・・フルパlolやろうや
[2:36:19] とろびんちょう: まだ
[2:36:22] 411c3: ｗｗｗｗｗ
[2:36:22] Jamesthemesser: 呼吸ちゃんの配信は空気が
[2:36:26] beeyobybeeyoo: 歯は総入れ替えしてしまえ
[2:36:27] とろびんちょう: 心に余裕がある
[2:36:28] takahashi_png: NotLikeThis
[2:36:28] osyoyuyasan: あまのいわと
[2:36:30] おさとも: あ
[2:36:30] morimori03020320: あけるんだよぉ！
[2:36:30] haluaoi: コラボではちゃんとしてるのにコラボしてもらえない
[2:36:30] scrapcrafter25: wwwww
[2:36:32] umakuchishoyu: あかねんだわ
[2:36:33] osyoyuyasan: NotLikeThis
[2:36:37] ポニーテールしたメダカ: あ
[2:36:40] びしょーーじょ: ww
[2:36:42] ケツアゴ: フルパLoLならチャンスあるな！なお
[2:36:42] yoyo_443: ｗｗｗ
[2:36:46] as4kura3: アイアンでちった
[2:36:47] Jamesthemesser: 敵のジャングル入るの常識だよなやっぱ
[2:36:49] stable_diffusion_master: コメ速度遅いからコメントすると浮く
[2:36:50] ぽんです: じゃあお前が開けてくれ
[2:36:50] nitamago33: ちゃんとコーチ
[2:36:51] 空豆_: 怒られたｗｗｗｗ
[2:36:52] ザリガーノ: すみません教官
[2:36:52] オ〇ンポス: リスナーが勝手にバックアップとってなかった？
[2:36:53] ネコガン: 勧めずら過ぎる
[2:36:55] riri_desu__: BloodTrail
[2:36:56] ぱんふぁい: とめーらいつも
[2:36:59] daapto: www
[2:37:01] umakuchishoyu: ディープカットもってないんかね
[2:37:01] ハンギョマン: 一部のユーザーが個人的に保存してるぞ
[2:37:10] ようみゅ: ｗｗ
[2:37:12] nitamago33: なんなんだｗｗ
[2:37:22] ソロマスオタク: やってるー？？＾＾
[2:37:23] Jamesthemesser: ｗｗｗｗｗｗｗｗｗ
[2:37:24] stable_diffusion_master: 風神雷神
[2:37:27] Jamesthemesser: おいしい
[2:37:30] nitamago33: ｗ
[2:37:30] Jamesthemesser: え・・・
[2:37:33] karaas7: あ
[2:37:33] osyoyuyasan: toraretemasu
[2:37:33] ネコガン: え？
[2:37:34] モリモリスライム: ｗｗ
[2:37:34] ようみゅ: ありゃ
[2:37:36] ネコガン: は？
[2:37:37] sataraito22: (´・ω・`)
[2:37:38] びしょーーじょ: あの〜
[2:37:39] ぱんふぁい: wwwwwwwwwwwwwwwwwwwww
[2:37:40] Jamesthemesser: 言葉選んでる
[2:37:41] murasima: あ
[2:37:42] びりびり0810: jggapgg
[2:37:42] おさとも: BibleThump BibleThump
[2:37:43] おもチ: NotLikeThis
[2:37:44] morimori03020320: こーれイライラです
[2:37:44] sin_key_law: はー…
[2:37:45] nitamago33: ｗｗｗｗｗｗｗｗｗ
[2:37:45] gesukichi: うーん
[2:37:45] ソロマスオタク: ｗｗｗ
[2:37:46] mm_kos: ナイスリーシュ
[2:37:46] ようみゅ: ｗｗ
[2:37:47] _まゆげ_: あーあ
[2:37:47] anti0124: ちく
[2:37:48] Jamesthemesser: こーれアイアン
[2:37:49] ぱんふぁい: とめるごめんな BibleThump BibleThump
[2:37:49] 空豆_: ｗｗ
[2:37:49] ShanaKamishiro: wwwwww
[2:37:50] ポンジュ2: www
[2:37:50] umakuchishoyu: コーチ怒らせるな
[2:37:50] ソロマスオタク: イラッｗｗ
[2:37:51] フッフッダーイ: 豪華なリーシュ
[2:37:52] 411c3: kenkiKaribu kenkiKaribu kenkiKaribu
[2:37:53] カワダコウヘイ: ｗｗ
[2:37:53] sataraito22: よくなさそう
[2:37:53] riri_desu__: あーあ
[2:37:56] kakizaki2: おじいちゃ
[2:37:57] びりびり0810: これは無口
[2:38:02] osyoyuyasan: とめるがキャリーしてくれればかてるから
[2:38:03] れいよん04: 大丈夫だよ💢
[2:38:05] ようみゅ: ｗｗｗ
[2:38:06] ソロマスオタク: なら無罪
[2:38:07] Jamesthemesser: 普通にレベルでわかるだろ
[2:38:08] yandereyahoo: とめるの時代もけんきのせいで終わりか
[2:38:09] kuronnn: HP表示できるよ左クリで
[2:38:09] ゴアタマ: ｗｗ
[2:38:11] ShanaKamishiro: きづくやろｗ
[2:38:12] びしょーーじょ: 足元にバフないからバレバレなんだよね
[2:38:14] ようみゅ: 聞いてみるはおもろい
[2:38:29] beeyobybeeyoo: こんな国語の先生いたら嬉しな
[2:38:34] 411c3: ハハ、トリックだよ
[2:38:36] ぱんふぁい: 「いまの、理解〈わか〉ったか？」
[2:38:51] びしょーーじょ: マジ強い今
[2:38:55] ソロマスオタク: あれプロだからじゃないのか
[2:38:58] けろる: プロが使えば
[2:39:00] ポニーテールしたメダカ: でも難しすぎてプロしか使いこなせないんだよね
