[0:01:13] Fred_worth: れおな？
[4:34:24] あきじょ: fakerがLCKで対面いじめてなかったっけ？
[4:34:32] jizoru3: 令和のぜラス
[4:34:37] acpdata: 今ふぇいやばい
[4:34:45] sigeti1030: フェイの本体はパッシブらしいぞ
[4:34:48] gakkn3: ふぇいかーのふぇい
[4:34:52] showwhatman: まずい
[4:34:55] sh1nking: プロだとアジール相手に出せるし強いよね
[4:34:58] yuuuuuuppp: 髪の毛無くなるよ
[4:34:59] 犬ころ: しんじさんが詳しい
[4:35:02] ニボシ: ししろんが最強のゲーム
[4:35:04] hal_1ch: 旧DTNを破壊したゲーム
[4:35:08] sahaya12: 判断はやい
[4:35:13] tuari_lol: ｗ
[4:35:20] ksk_ksk3: 頭の上の資源が枯渇するよ
[4:35:26] yamada_gg: ｗ
[4:35:36] showwhatman: pogoと同じ精神力が試されるぞ
[4:35:42] おリお: 自家製ワールドエンダーはNG
[4:35:43] yuuuuuuppp: あっ
[4:35:45] yagi_9119: サンドバック買わない？
[4:35:46] yamada_gg: あ
[4:35:52] おリお: あっ
[4:35:54] ハイスケサイコー: ハ、ゲ
[4:35:55] reolemon: なるのか？つるつるに
[4:36:00] gakkn3: そんな失礼なこという美容師いるの
[4:36:00] tonnura3280: 思い当たる節
[4:36:03] 犬ころ: ようこそこちら側の世界に
[4:36:04] gumpaste1: ストレスというかショックというか
[4:36:05] epoch2525: ほんとうにやばくなると美容師が何も言わなくなる
[4:36:07] marvolo6: あ
[4:36:16] yamada_gg: ｗ
[4:36:18] marvolo6: だ、だいじょうぶですよ
[4:36:19] atomic4807: 帽子かぶればバレないよ
[4:36:21] pirosue_: 基本ずっと帽子被ってるしわからんだろ
[4:36:21] tonnura3280: まだ改善の余地があると
[4:36:22] reolemon: w
[4:36:23] hal_1ch: 禿げとるやないかい
[4:36:28] yagi_9119: 帽子被るとハゲなるって言わないっけ
[4:36:29] duft000: だから室内で帽子被ってんのか
[4:36:29] ksk_ksk3: 昆布はいいぞ
[4:36:30] ganmer: ｗｗｗ
[4:36:31] yuuuuuuppp: それは草
[4:36:31] twokey84: ｗｗ
[4:36:34] モリモリスライム: やんわり治療を進められるやつ
[4:36:35] sigen26: アイコンと同じになるだけではｗ
[4:36:35] おリお: 明らかに気を使われてる
[4:36:38] save9999: 世間的にみたらハゲと思われるかもしれないけど俺はそう思わないよ
[4:36:43] muichimon: StoneLightning
[4:36:44] acpdata: まず帽子被るのやめよか
[4:36:46] cowspecterrr: 30歳だし、ある程度しかたない
[4:36:50] gakkn3: じゃあ帽子やめたほうがよくない？
[4:37:07] 犬ころ: レーン戦まじ強いフェイ
[4:37:20] ruimith: いうてフェイは出す相手選ばないとダメそうだけど
[4:37:24] yagi_9119: なんかめちゃくちゃメッシュみたいなスカスカの帽子買おう
[4:37:31] sh1nking: パッシブもやばいからね
[4:37:35] pirosue_: パッシブが終わってるよ
[4:37:50] hal_1ch: スキル2回当てると爆発
[4:37:50] twokey84: 普段使わないスキルをとっさに選べるか重要だ
[4:37:52] sh1nking: スキル2回当てたら追加ダメ
[4:37:52] lillliiiilll: スキル2回当てる
[4:37:58] あきじょ: スキル2回当てると範囲爆発
[4:38:02] yagi_9119: 2個スキルが当たると足元になんか出る
[4:38:04] hal_1ch: それが複数チャンピオンに重なるととんでもないダメージが出る
[4:38:10] Meluuuue: スキル二回当てたら追加の範囲ダメ(他の敵にもあたる)
[4:38:10] unkousyougun: 電撃はaaでもいいから
[4:38:12] lilychoco: スキルだから、まあ
[4:38:19] sh1nking: 足元に何か出てるやつがパッシブ
[4:38:20] 犬ころ: AA強化のスキルもあるから実質
[4:38:23] sigeti1030: 集団戦で相手チャンプごとに出るから重なるとやばい
[4:38:27] acpdata: 今ウルトあてると確実にフラッシュはとれるらしい
[4:38:29] marvolo6: フェイ実は序中盤でゲーム動かせる
[4:38:29] tarepi03: でもランクのフェイはフィーダーしかおらん
[4:38:46] Nightbot: @おぼです -> A 60s commercial has been started.
[4:38:58] メラグ: マリグナンスの床みたいなの出る
[4:39:14] unkousyougun: ウルトがキモすぎるわ 火力高いしスロー重いし
[4:39:33] あきじょ: こんなにRあたらないんだよね
[4:39:45] marvolo6: うっま
[4:40:31] あしどめ: やっぱメイジはハンドより立ち位置だね
[4:40:35] hal_1ch: ウルトでパッシブ1個つくのがやばい
[4:40:42] ニボシ: でたよ
[4:40:43] 犬ころ: 出てない？ミッド
[4:40:49] twokey84: 置きスキル多くて何がなんだかわからねえ！
[4:40:51] lillliiiilll: ソロレーンのほうがたまる
[4:40:55] tarepi03: TOPもMIDもいる
[4:40:57] あきじょ: MPSできないからじゃない？
[4:40:58] pirosue_: 介護してもらわないとしんどいのはある
[4:41:00] ハイスケサイコー: ミッドでAP欲しいからじゃない？
[4:41:02] Meluuuue: 序盤主導権取れないからmidで出すとチームが辛そう
[4:41:09] lilychoco: 出ることもあるけど、Midは主導権ほしいんじゃない？プロだと
[4:41:14] acpdata: midでスモいたらjgマジで嫌だけど
[4:41:15] bbegg1nnerr: レーン戦お仕込まれて味方しんどくない？
[4:41:18] hal_1ch: メイジ相手には出せなくないか
[4:41:35] lutra_f: ドラファイトもヘラルドファイトも厳しくなるから
[4:41:48] twokey84: フェイカー倒したいマン
[4:41:51] marvolo6: これ絶対fakerキルしたいだけだろｗ
[4:41:54] gyamasu: Fakerのパッシブでチャームが着いてるから
[4:41:58] Potable_JP: www
[4:41:58] 犬ころ: ｗｗｗ
[4:42:02] hal_1ch: www
[4:42:05] bbegg1nnerr: wwww
[4:42:28] acpdata: fakerのチャンネルマジでテンポイイ
[4:42:38] あきじょ: なんでfakerの体力1割しか減ってない
[4:42:43] reolemon: どうやってこいつのスキル避けるんだ？
[4:42:49] hal_1ch: QWとQEはスローガある
[4:43:06] steameee: BuLLDoGのフェイ解説動画もよかった
[4:43:13] unkousyougun: レガシーに戻すべ
[4:43:14] yamada_gg: ｗ
[4:43:27] tak1on_: faker感覚変わるの嫌うからスキンもデフォルトだしな
[4:43:39] まっくそお: レガシーアタックムーブ出した時のカーソルアイコンがすき
[4:43:41] reolemon: ゴールドになって帰ってきた
[4:43:45] gakkn3: なんかAPコグっぽく感じる
[4:43:53] yukiyuki777: yukiyuki777 subscribed at Tier 1. They've subscribed for 14 months! 
[4:44:08] きょむ1902: sisutemu
[4:44:09] kazmaoriginal: Faker初めて二郎行ったら普通盛りで感覚狂うだろうな
[4:44:11] acpdata: テンポがいい
[4:44:12] pirosue_: ちなみにフェイの勝率は見た？
[4:44:13] atomic4807: フェイテクニカルで練習楽しいしおすすめっす
[4:44:22] 虚無ぷりん: alliyanみないか
[4:44:29] human0999999: フェイは使い手による
[4:44:30] marvolo6: 魂の形が違うならしょうがない
[4:44:31] showwhatman: 逆にアクシャン使ってみない？
[4:44:35] ruimith: 魂の形が違うかもな
[4:44:35] tarepi03: 一旦返すか
[4:44:37] 犬ころ: やっぱメレーじゃないとだめか
[4:44:40] bonjiri7: 気になってるキャラはなんなの？
[4:44:51] hal_1ch: フェイ使いまくってるけどアリやん様は参考になった
[4:45:07] pirosue_: おぼmidレネクやらないか？
[4:45:18] 赤爪タカオ: おぼさんADCもまた見たい
[4:45:34] saratoga828: オボさんのベタ足メイジそもそも使ってるイメージないかも
[4:45:36] pirosue_: 推してる
[4:45:41] 犬ころ: じゃあミッドザック推すわ
[4:45:41] yamada_gg: midレネクはUGを倒せる
[4:45:48] unkousyougun: topでよくないか？
[4:45:51] duft000: ヨネとかイレリア相手にだすといいぞ
[4:45:53] n4siki: ほなmidサイオンか
[4:45:55] marvolo6: メレー相手に出すのは強そうだけどｗ
[4:45:57] あきじょ: カウンターで出すイメージしかないな
[4:45:57] こめたこ: ヤスオとか相手に出すイメージある
[4:46:02] kujirachan_0: レネクってMRナーフされてからも息してるの？
[4:46:12] e_velynn: ならサイオンでいいな
[4:46:20] 赤爪タカオ: トップAPとJGどっちかがAPなら
[4:46:22] Meluuuue: topレネクは安定択だけどmidレネクは殺意がある
[4:46:33] acpdata: レネクtopでもmidでもマジで見んあ
[4:46:33] おリお: レネクバフされたのはガチ
[4:46:34] 犬ころ: 今のトップレネクほんとに安定か？
[4:46:49] あしどめ: ゴアドリないから今先出しキツくない？
[4:46:50] おリお: 今はtopレネク以上に強いのいるからバフされたけど優先度はいまいち
[4:46:56] Meluuuue: 大負けはしにくいしガンク合わせが強いのは変わらない印象
[4:47:17] 五月雨ラタトゥイユ: らい様はtopレネクはこの前のバフでやっと普通になれたって言ってた
[4:48:03] marvolo6: １０個スキルがあるのにいらないのがないのが面白い
[4:48:06] 赤爪タカオ: エイトロ強いけどレネクトンいけるん？
[4:48:48] hal_1ch: WQのMSアップ普通に強いんよなあ
[4:48:50] saratoga828: エイトロレネクは元よりスキルマッチアップ
[4:49:06] あしどめ: 上手いフェイだと土下座できないの辛い
[4:49:16] mo_mo_mo_3: フェイおもろそうやな
[4:49:32] pandemic427: メイジmidのド安定アイテムだからねえ
[4:49:42] 犬ころ: 全員くるｗ
[4:50:03] pandemic427: カルマmidやん！
[4:50:04] pirosue_: カルマきたか
[4:50:07] 虚無ぷりん: やっと2回目
[4:50:08] mo_mo_mo_3: 勝ったな
[4:50:11] marvolo6: カルマきちゃー
[4:50:12] plutor: 勝ちです
[4:50:12] pirosue_: スキンだっさｗｗｗ
[4:50:17] どむさん: あけちゃったねえ
[4:50:18] atomic4807: ついに！
[4:50:21] lillliiiilll: スキンなんとかならん？
[4:50:23] ruimith: カルマFPのときオレソルきつくない？
[4:50:24] レイムゥ: スキンがさぁ！
[4:50:27] marvolo6: カルマ ez win
[4:50:29] 虚無ぷりん: なんかもっとあるだろスキン
[4:50:31] tuari_lol: BloodTrail BloodTrail BloodTrail
[4:50:31] みじこう: ドレイブン？
[4:50:34] ジョワ: 次何ピックします？
[4:50:37] saratoga828: オレソルほいほい
[4:50:38] 犬ころ: 生首のやついいですよ
[4:50:43] pirosue_: ドレイブンにしか見えん
[4:50:44] acpdata: ぶっさかわいい
[4:50:45] kazamihumya: 黒くない？
[4:50:48] yamada_gg: 俺はダサいとは思わないけど世間がね
[4:50:48] あしどめ: カルマのスキンは静逸龍でしょ
[4:50:54] saratoga828: スキンぶっさ
[4:51:03] tetsu0618: 最新のスキンおすすめです
[4:51:07] duft000: 一番新しいの
[4:51:08] erism_520: 覇者
[4:51:11] tak1on_: カルマあたりスキンあったっけ
[4:51:17] acpdata: ってみんなに言われてますからね
[4:51:22] ハイスケサイコー: ダークスターでしょやっぱ
[4:51:25] lillliiiilll: ダーク
[4:51:26] まっくそお: ダークスター比較的あたりやない？
[4:51:27] 犬ころ: 生首
[4:51:32] tetsu0618: 諸説ありますね
[4:51:33] pandemic427: 龍かっこいい
[4:51:38] yamada_gg: それすき
[4:51:48] tuari_lol: 冬より後は全部いい
[4:51:50] e_velynn: 万人は？
[4:51:54] acpdata: ingameがいいのよね
[4:52:00] pirosue_: スウェインぽいね
[4:52:02] 虚無ぷりん: スウェインだ
[4:52:08] ruimith: クロマもこだわっていけ
[4:52:15] まっくそお: RQかっこいい
[4:52:29] cowspecterrr: スウェイン相手はウルト使われてからWすれば普通に逃げれる
[4:52:38] pandemic427: RQで一生ポークや
[4:52:46] zumaT_1000: おっぼゴールドなってたんか！おめでとう
[4:52:54] リバレント: すげープラチナマッチ
[4:53:00] 虚無ぷりん: マジで内部が高い
[4:53:17] しがない一般男性: ゴールドの器に収まらない男
[4:53:18] plutor: あっち3人もいるのずるい
[4:53:19] ジョワ: 内部高いね！
[4:53:19] pirosue_: 内部上がったねぇ
[4:53:19] pandemic427: 今平日の昼やぞ
[4:53:25] marvolo6: これおっぼプラチナ換算やん
[4:53:26] 赤爪タカオ: フックに当たらなければ余裕や！
[4:53:27] ruimith: 逆にこのプラチナたちがゴールドなのかも
[4:53:30] まっくそお: 勝ったらポイントうまいど～これ
[4:53:34] おぎノン: プラチナ面接きたー
[4:53:45] twokey84: あ
[4:53:49] tarepi03: 今はプラチナ達が初心者の可能性があるからね
[4:53:53] bonjiri7: 格ゲー勢もCC落ち着いたからLOLで対抗戦やらないか？
[4:53:59] アイゼン_フリューゲル: パッシブ見て
[4:54:04] lillliiiilll: 当てれば減るから
[4:54:15] atomic4807: カ、ジックス
[4:54:24] pandemic427: マリグナンスとかで最終的に5秒くらいになるのイカれてる
[4:54:24] pirosue_: 暇な時W適当に付けるのも大事やで
[4:54:34] レイフナオ: wwwwww
[4:54:34] bonjiri7: www
[4:54:37] tetsu0618: 草
[4:54:41] maruppe49: wwwwwwwww
[4:54:44] erism_520: 悪魔超人やめてね
[4:54:46] sirodole: ｗｗ
[4:54:51] 君の蕎麦煮る: ｗｗｗ
[4:54:54] ruimith: 前シーズンエメいるからレベルあがってきたんちゃうか？
[4:55:07] idea_3939: オボヤン解説お願いします
[4:55:32] ruimith: うおおおおおおおおおおお
[4:55:42] pirosue_: 返す刀で返すのやめてね
[4:55:42] marvolo6: 返す刀言いたいだけやめてね
[4:55:44] 黒霧くろくま: ｗｗｗ
[4:55:50] atomic4807: 参考になります
[4:55:59] ジョワ: 返す鎖は？
[4:56:03] 虚無ぷりん: 当たるのやめてね
[4:56:06] レイフナオ: 当たっていくんだよね
[4:56:06] 犬ころ: いったんね
[4:56:12] yuuuuuuppp: わざとね
[4:56:15] 赤爪タカオ: それ当たるとマズいんすわ
[4:56:18] naboo03: 当たったって良い
[4:56:20] yamada_gg: 返す刀…
[4:56:20] JAcK_of_JAcK: 相手も刀返すんだよね
[4:56:33] marvolo6: Ｒ使ってないんですが
[4:56:46] tuari_lol: ダメです BloodTrail
[4:56:56] reolemon: 手厚い
[4:56:56] duft000: jg優秀やな
[4:57:00] yuuuuuuppp: 手厚い
[4:57:01] twokey84: あったけえ
[4:57:02] pirosue_: いいJGや
[4:57:03] tarepi03: ガンク来てくれるJG最高や
[4:57:11] pandemic427: カジックスにキルあっつい
[4:57:13] レイフナオ: いいガンクだ～～～
[4:57:14] hal_1ch: いいJGなのか？信じてもええんか
[4:57:43] ジョワ: レーンワードって結構強い行動なの？
[4:57:59] ぽんでりん: 一応その位置何も意味はない
[4:58:00] ruimith: わかるｗ
[4:58:05] sirodole: まあ余すよりはｗ
[4:58:12] pirosue_: 一応主導権ない時に置くやつやねｗｗ
[4:58:15] phyver_fps: この時間帯はずっとミニオンおるしなあwww
[4:58:16] JAcK_of_JAcK: もうちょい奥目か
[4:58:17] ハイスケサイコー: ロームチャンプにレーンワード刺すのは強い
[4:58:18] decoopon: タワー折れた後は意味ありそう
[4:58:26] pandemic427: 相手のJGもガンク多めか？
[4:58:29] duft000: 視界スコア伸ばしてあげて
[4:58:34] acpdata: てかカーソルでかすぎて笑う
[4:58:46] renminl: www
[4:58:51] akmgorori: ｗｗｗｗ
[4:58:51] saratoga828: ほんまや、カーソルでかw
[4:58:53] acpdata: おじいちゃんフォンかとおもた
[4:58:59] yuuuuuuppp: おんとし
[4:59:05] badchickgood: おいおいおい カーソルは最大にするやろ
[4:59:07] JAcK_of_JAcK: カルマの顔よりでかい
[4:59:08] pirosue_: 同世代の俺もこんなもんだわｗｗ
[4:59:11] tak1on_: 返す刀きたあああ
[4:59:19] lutra_f: プレイ中カーソル注視しないから本人は気にならないんよな
[4:59:21] 赤爪タカオ: おじいちゃん、csは昨日食べたでしょ
[5:00:09] pirosue_: やっぱカルマのヤバい所マナ消費少なすぎる所だよな
[5:00:26] pandemic427: そろそろプッシュ速度もヤバくなってきた
[5:00:28] ぽんでりん: そもそものマナ回復が高すぎる
[5:00:39] marvolo6: CD靴早く積むのおすすめ
[5:00:52] カナルタ: カルマはいつお咎めくらいますか？
[5:01:39] saratoga828: 世紀の発見したんだけどカルマのe自分にカーソル合わせて使ってない？
[5:01:39] acpdata: あいつのＥよけたらやりたい放題や
[5:01:44] ぽんでりん: あ
[5:01:46] カナルタ: あれ
[5:01:49] yuuuuuuppp: あ
[5:01:49] しがない一般男性: あれ？
[5:01:50] pandemic427: ボット事故った
[5:01:50] あしどめ: あ
[5:02:02] ぽんでりん: あのす、たんみもセルフキャストしてないから
[5:02:23] m_2_k_n: おぼめんおはー家の中にいても隙間から花粉入ってきてる気がする...
[5:02:50] decoopon: 相手かなりマントラQ避けてるな
[5:02:55] yuuuuuuppp: jgごめんな
[5:03:06] しがない一般男性: JG育ってるからよし
[5:03:51] orca_1102: JGの飼育員さんだね
[5:04:05] にぃにしゅき: ｗｗｗｗｗｗ
[5:04:07] TimTheFatmom: 。。。
[5:04:08] カナルタ: ｗｗｗｗｗ
[5:04:09] reolemon: wwww
[5:04:13] レイフナオ: ｗｗｗｗ
[5:04:18] torottoro00: 私のQ細すぎ・・・
[5:04:21] tak1on_: 勝てた戦いではあったｗ
[5:04:23] pandemic427: 事件起きました
[5:04:28] ぽんでりん: 実際素のQ判定終わってるから
[5:04:29] plutor: まぁまぁ、要練習ってことで
[5:04:36] カナルタ: 英雄になる世界線は見えた
[5:04:47] idea_3939: オボヤン…
[5:04:50] ぽんでりん: フェイのウルトくらいしかないから
[5:04:58] tetsu0618: 実際川から陸に向かってスキル打つとカメラの関係で少しズレた気が
[5:05:03] cowspecterrr: 素のQはかなり細め
[5:05:04] ジョワ: 当たってそうに見えるんだけどね
[5:05:22] cowspecterrr: 爆発範囲は広いけど
[5:05:40] yuuuuuuppp: 敵のQはでけぇのによぉ！
[5:05:50] yagi_9119: まぁまぁmbの精神で
[5:05:59] tak1on_: aaとほぼ同時に打つと狙いつけやすい気がする
[5:06:11] pirosue_: さっきはあんま関係なかったけど最大射程で当たる距離で撃つと勝手に爆発するからかなり太い
[5:06:31] 虚無ぷりん: おいし
[5:06:32] sukuru387: ナイス～
[5:06:32] twokey84: おー
[5:06:32] tetsu0618: なーーーいす
[5:06:32] カナルタ: いいね
[5:06:35] pandemic427: サンキューカジックス
[5:06:40] decoopon: めっちゃいい
[5:06:41] pirosue_: めちゃ良かったね
[5:06:43] あしどめ: 刀返せた
[5:06:51] tetsu0618: カルマスキル回し気持ちいいですね
[5:07:01] yuuuuuuppp: もうあのカジックスおぼに惚れたね
[5:07:04] sh1nking: さてマリグナンス完成ですか
[5:07:07] yagi_9119: これでsupも行けるって言い張れるな
[5:07:09] cowspecterrr: マリグナンスの後、重症だけあってもいいかもです
[5:07:10] acpdata: セルフキャスト入れるとだいぶ楽かも
[5:07:13] さきと: 結構忙しい
[5:07:18] 犬ころ: cd早いし疲れる
[5:07:23] pirosue_: 確かにオーブ欲しいね
[5:07:24] 虚無ぷりん: rq一生当てて
[5:07:28] pandemic427: エイトロいるから重症欲しいね
[5:07:29] そほにる: 次モレロかも
[5:07:36] decoopon: キャリーとなりにいる集団戦だと出来ることおすぎて大変そう
[5:08:22] decoopon: 視界なさすぎた
[5:08:26] ko_wab: なんかいてワロタ
[5:08:30] 虚無ぷりん: あのスウェイン何やってんお
[5:08:31] twokey84: カジ判断が早いな
[5:08:39] cowspecterrr: 深そうで浅かった
[5:08:54] sh1nking: 何か勝手にレーン楽になったやん
[5:08:57] Nightbot: @おぼです -> A 60s commercial has been started.
[5:09:04] まっくそお: カルマサイコー
[5:09:05] カナルタ: カルマOP
[5:09:07] ボン太郎: ナイスシールドｗ
[5:09:10] まっくそお: あ
[5:09:10] ボン太郎: あ
[5:09:10] カナルタ: あ
[5:09:11] 虚無ぷりん: あ
[5:09:11] にぃにしゅき: ｗｗｗｗｗｗ
[5:09:13] yuuuuuuppp: あ
[5:09:14] marvolo6: ｗｗ
[5:09:16] n4siki: あ
[5:09:16] twokey84: やるとおもった
[5:09:18] tetsu0618: あらー
[5:09:28] pandemic427: シヴァーナはウルトのドラゴン状態マジで強い
[5:09:30] n4siki: リスペクトないよ〜w
[5:09:31] tetsu0618: Eです
[5:09:37] plutor: あれはEです
[5:09:43] ko_wab: Altに指置いておくとすぐシールド貼れていいよｗ
[5:09:53] JAcK_of_JAcK: ドラゴンのフレイムブレスは大変痛く
[5:10:06] ボン太郎: ドラゴンフォームの火の玉痛いし射程あるから・・
[5:10:26] ぽんでりん: てかほとんどマントラQやね
[5:10:42] ボン太郎: マントラソロならQでしょ？
[5:10:54] ボン太郎: ああ
[5:10:56] marvolo6: そろそろ後衛に普通にＱ一発じゃね？
[5:11:00] まっくそお: ヘルス減ってるならQうってマントラ上げてＲＷとかたまに
[5:11:09] あしどめ: 集団で押す時のRWの一体感すき
[5:11:09] ぽんでりん: Qを一番打つけど一番強いのはWだよ
[5:11:37] sh1nking: 集団戦ならシールド強い
[5:11:41] pandemic427: シヴァーナにこれ以上ドラゴン渡すとまずいからプッシュ&ロームや
[5:12:40] ぽんでりん: まあゴーストだから
[5:12:42] ミョウガ: ゴーストR切ったスウェインにコミットするの良くないかも
[5:12:51] あしどめ: フェミーゴあったけえ
[5:12:58] pirosue_: 全員集合してるｗｗｗ
[5:13:03] ボン太郎: MID放置ｗ
[5:13:11] エビリファイ: オーブを買えい！
[5:13:18] aksjdh12: mpsか？
[5:13:20] カナルタ: ４ドラファイト勝てるかな
[5:13:44] ko_wab: 完成させなくてもいいしね
[5:13:44] pirosue_: まともにバラ撒けるのカルマしかおらんからな
[5:13:52] あしどめ: ミリオオーブ買ってないんか
[5:13:58] そほにる: モレロ強いよ
[5:14:05] sh1nking: AOEが買った方が良いしな
[5:14:09] pandemic427: ミリオはエンチャだから当てにくいんや
[5:14:09] korokoro963: エイトロもナミもスウェインも
[5:14:14] ミョウガ: ボリカルマが買えば十分感はある
[5:14:15] S1lvii4: ミリオ買ってもいいけどあんま撒けない
[5:14:26] saratoga828: ケミトリがないから持ちづらいのよ
[5:14:28] カナルタ: それで一旦コズミック完成させよ
[5:14:36] takeru9029_lol: ミリオ攻撃スキルQしかないから重症もてない
[5:14:47] pirosue_: ミリオパッシブで味方が殴っても重傷つかないからね
[5:15:00] korokoro963: まあオブジェクト取れないけどADCの安定ファーム
[5:15:32] sh1nking: やっちゃいけなかったなｗ
[5:15:32] エビリファイ: ナミQうっまｗ
[5:15:32] pandemic427: TPするならちょっと遅かった
[5:15:42] ruimith: やはりキャリー系MIDやらないか？
[5:15:53] nana7021: 早くするかしないかだったか
[5:15:57] ぽんでりん: 最初のタイミングならカジは救えたかもだけどまあ飛ばないが正しいかも
[5:16:01] カナルタ: 味方には任せておけんな
[5:16:10] tarepi03: おぼの血はファイターアサシンだよ
[5:16:15] auvicrat: ナフィーリいいぞ
[5:16:18] tetsu0618: ゾーイとか楽しいですよ
[5:16:23] ハイスケサイコー: カルマは今パッチなら十分キャリーキャラだと思うけどなぁ
[5:16:25] phyver_fps: lolは負けるとおもんない、勝つとおもろい
[5:16:33] そほにる: おぼはメレーだよ
[5:16:40] 虚無ぷりん: ゾーイ上手そう
[5:17:15] pandemic427: ちょっと事故多かったからしゃーない
[5:18:17] pandemic427: やっぱカジックスうめえ
[5:18:18] カナルタ: ありそう
[5:19:11] gakkn3: 硬いのか火力がないのかどっちだ
[5:19:21] pandemic427: 今なら集団戦まだチャンスある
[5:19:30] gakkn3: ある
[5:19:48] number321: 難しい
[5:20:03] sh1nking: 狭いからきついね
[5:20:07] カナルタ: マウンテンきちいな
[5:20:09] tanukigao: カルマ、今バカみたいに強いけどタンク溶かせるキャラじゃないし上手い奴が使うのちょっと勿体無いよな。
[5:20:33] pirosue_: 魂の形がカルマしてない
[5:20:34] ko_wab: 次パッチでリッチベインナーフされちゃうんだっけ
[5:20:37] pantsmen69: チームメンバーの目はまだ死んでないな
[5:20:40] NemesisMuu: 魂の形が違う
[5:20:40] ruimith: メイジじゃ栄養素足りない
[5:20:42] ボン太郎: 火力足りないなぁ
[5:20:44] tak1on_: この試合サイラスだったら相当気持ちよくなれたな
[5:20:44] ksk_ksk3: イレリアいいぞ
[5:20:48] カナルタ: 魂の色はメレー
[5:20:53] yamada_gg: フェ、イ
[5:20:57] ojalmal: タワーばりばり折りたい
[5:20:58] edhy0328: TOPのほうがいいんじゃね、そういう話じゃないか
[5:21:52] pandemic427: バロンかエルダーで事故らせるか
[5:22:03] marvolo6: 問題はシヴァーナがあほ強いんだよね
[5:22:12] 君の蕎麦煮る: ダメージが足りなそう
[5:22:45] simneeto: ult使ったから戦えるぞ
[5:23:16] sh1nking: ルシアン火力なさそうだからダメ足りなそうね
[5:23:19] yuuuuuuppp: 先に殴らせたいけどレーンきついしなぁ
[5:23:25] gakkn3: わろた
[5:23:27] number321: NotLikeThis
[5:23:28] カナルタ: ま、くろ
[5:23:30] sh1nking: ｗ
[5:23:38] pantsmen69: 絶望や
[5:23:46] ksk_ksk3: 方向性が違った
[5:23:50] tuari_lol: vioBOUNCE vioBOUNCE vioBOUNCE vioBOUNCE
[5:24:01] torottoro00: ｗ
[5:24:01] カナルタ: ｗｗｗｗｗ
[5:24:02] nishinoaoi: ｗ
[5:24:02] ボン太郎: ｗｗｗ
[5:24:05] gakkn3: ずっる
[5:24:05] 君の蕎麦煮る: ｗｗｗｗｗｗｗｗ
[5:24:05] phyver_fps: wwwaw
[5:24:05] ojalmal: 音楽性の違いで解散っす
[5:24:06] yuuuuuuppp: 世間がね
[5:24:07] renminl: wwwwwwww
[5:24:08] sukuru387: せーふ
[5:24:09] yagi_9119: すげぇよな、これで結果炊かれたのおぼだからな
[5:24:10] domo789123: ずるすぎて草
[5:24:11] yamada_gg: ｗ
[5:24:12] gakkn3: いいかたずりーｗ
[5:24:14] mickey_393: って言われるよねーーｗｗ
[5:24:16] pirosue_: ボリはいたの？
[5:24:19] pandemic427: もうそこまで言ったら素直に言えよwwwww
[5:24:22] sh1nking: って言われるからね
[5:24:24] number321: LUL
[5:24:25] 君の蕎麦煮る: いわれるんだよね
[5:24:30] aksjdh12: 俺だからいいけど、他の人がどう思うかな？
[5:24:31] カナルタ: 実際悪いからなｗｗ
[5:24:43] yuuuuuuppp: 素直な気持ちも大切だよなw
[5:24:58] Ellukr: って言われるからね
[5:25:09] ksk_ksk3: これはルシアンがスーパーミニオンと化してた
[5:25:16] reolemon: 敗者の自覚がない
[5:25:25] Ellukr: bro ; ;
[5:25:46] pantsmen69: エイトロしか見えてなかったな
[5:25:48] 虚無ぷりん: w
[5:25:49] えんちらーだ: ティルト
[5:25:55] あしどめ: この時間にゴーレムでファームしてるうんたら
[5:25:57] sh1nking: ルシアンスコア終わってるからフィードしてたかもね
[5:25:57] yamada_gg: ｗ
[5:25:58] yagi_9119: ええてｗ
[5:25:58] lutra_f: こんなもんよ
[5:26:00] aksjdh12: 客観的にね
[5:26:00] simneeto: お前の言葉で話せよ！
[5:26:02] NemesisMuu: 無理やり主語でかくして身を守ろうとしてる
[5:26:11] domo789123: 今のマッチは味方が弱いって世間は感じだろうね
[5:26:11] tak1on_: ケーキ3等分できない民
[5:26:13] しがない一般男性: レベルの低さにがっかりしてしまう
[5:26:18] えんちらーだ: おぼは悪くない
[5:26:19] ぽんでりん: raizinNice
[5:26:21] number321: 世の中的にね？
[5:26:27] NemesisMuu: 一般的な世論がー
[5:26:32] jungorimaru: ゴルプラもブロシルとかと変わんないんすね
[5:26:38] pirosue_: botのエイトロ放置したらエンドあったんじゃない？ボリベアいたなら頭おかしいけど
[5:26:41] Ellukr: いま俺らって
[5:26:42] ponriri: マッチが悪いだけだな 嫌ならこのゲームやめるしかない
[5:26:48] sh1nking: フィードするなってことよね
[5:26:48] pandemic427: プレイじゃなくてゲーム理解度がね？
[5:26:51] aksjdh12: 渋谷の女子高生1000人に聞いた最もGAPを感じたレーン
[5:27:01] superrenomax: しょうがないよ 認定戦でプラエメ帯から始まるんだし
[5:27:02] あむかつ: ディーラーとしての自覚がない
[5:27:09] カナルタ: 基本のきがなってないよね
[5:27:15] ojalmal: そんな日もあるよね
[5:27:21] NemesisMuu: 何回負けても一人でラークするレオナも結構なレートまでおるやろ
