[0:00:18] yayakoxx: おはようござます
[1:11:23] だいもん_: みせて
[1:11:24] のむのむの: どれが本物か本人に聞いてみて
[1:11:25] オレンジ野郎: 画像はよ
[1:11:25] 勘定奉行: 無敵の人
[1:11:25] くえんち: 中身？
[1:11:26] syuimee: 寧々丸さんは28歳
[1:11:26] acolthat: ノ
[1:11:27] はまオジ: けんちゃん喜々として調べるよねｗ
[1:11:28] カニカマン: 無敵の人
[1:11:28] 仙ニーン: みせろ
[1:11:28] 狸狐: か、すみ
[1:11:29] ma_oy: けんちゃん顔見た事あるの？
[1:11:29] shishimai43: けんきは躊躇いもなくいきます
[1:11:31] 狸狐: むか
[1:11:31] おもチ: とめるも顔バレしてるよ、元ニコ生主はほとんど顔バレしてる
[1:11:31] baricondor3: えぐ
[1:11:34] アステリオ: 父背抜けてなんでも出来る
[1:11:35] mumr4: デリカシー❌
[1:11:36] 菊池風香: 無敵流石
[1:11:37] popopoharu: だる
[1:11:38] ザリガーノ: 活動長いと色々あるよね
[1:11:38] らあすと: www
[1:11:38] リンク1004: けんき、これみた？ https://clips.twitch.tv/PluckyPlainMallardWoofer-NDkEgtYeeb92RMKe
[1:11:38] だいもん_: は？
[1:11:38] 勘定奉行: うざ
[1:11:39] えびびびび: これが ただの背中
[1:11:39] おさとも: うっぜ
[1:11:39] sin_key_law: だる
[1:11:40] syuimee: ヒミツです
[1:11:40] 猫又雅: うっざ
[1:11:40] fumoti23: ｈ？
[1:11:41] オレンジ野郎: きも
[1:11:41] haluaoi: あーいうの本人がわざと出してるのあるだろ
[1:11:42] きわむぅ: わかりやす
[1:11:42] z4ki0x0: は
[1:11:42] kuma_house: モンスターけんき
[1:11:42] くまる335: 知ってるのかよ
[1:11:42] なにわのはにわ: は？
[1:11:42] 2期: うざ
[1:11:42] 高めのサバ缶: うざ
[1:11:43] ShanaKamishiro: は？
[1:11:43] 昆布畑: だっる
[1:11:44] dddschool: kenkiDaipan kenkiDaipan kenkiDaipan kenkiDaipan
[1:11:44] ぺぷすぃ: こいつまじで
[1:11:44] subaru_bf: kenkiDoup
[1:11:45] みわ5: うざ
[1:11:45] おでオラフ: だるい
[1:11:45] 狸狐: wwwww
[1:11:45] カツカツ丼: うざ
[1:11:45] ユメオ: なんだコイツ
[1:11:45] riri_desu__: なんだこいつ
[1:11:46] kibidango551: 秘密～
[1:11:46] petbottle429: は？
[1:11:46] pokpokpink: kenkiLicence0 kenkiLicence0 kenkiLicence0 kenkiLicence0 kenkiLicence0 kenkiLicence0 kenkiLicence0 kenkiLicence0 kenkiLicence0 kenkiLicence0
[1:11:46] ma_oy: まぁ言わないよなw
[1:11:46] usagigabyte: デリカシー×
[1:11:47] komyu_www: うざ
[1:11:47] acolthat: 4
[1:11:47] ばちわれちゃん: 顔バレしめるVの人たちってまじでメンタル強いよね
[1:11:47] 菊池風香: きもsiね
[1:11:47] takahashi_png: kenkiDoup kenkiDoup kenkiDoup
[1:11:48] murabito_2: うざ
[1:11:48] syuimee: うぜえ
[1:11:50] ketete2: かわいくね？
[1:11:51] anti0124: 知ってんのか
[1:11:51] ポパピペポ: こいつw
[1:11:52] おがちゃん0308: だるい
[1:11:52] baricondor3: けんきも顔バレしてるよな
[1:11:52] 2期: kenkiMimidare kenkiMimidare kenkiMimidare kenkiMimidare kenkiMimidare
[1:11:54] オレンジ野郎: お前キモイってよく言われない？
[1:11:54] yu_niki: kenkiDoup kenkiDoup kenkiDoup kenkiDoup kenkiDoup kenkiDoup
[1:11:54] sametaro: 俺たちブラウザないから見れないんだよ
[1:11:54] tiam_pr0t0n: なんだこいつ
[1:11:55] usagigabyte: kenkiDoup kenkiDoup kenkiDoup
[1:11:56] 狸狐: どうでもよか
[1:11:57] もこ担々: ねねまるはもこうの誕生日会に行ったって言ってたからもこうに聞けば教えてくれるよ
[1:12:00] おさとも: kenkiDaipan kenkiDaipan kenkiDaipan kenkiDaipan
[1:12:01] azudebuu: kenkiMimidare kenkiMimidare kenkiMimidare
[1:12:02] ツイッチ表示名: にじホロの有名Vとか顔バレしてる人だらけ
[1:12:02] kibidango551: でもけんきは顔バレしてないよね
[1:12:02] 第2ボタン: 嘘でも不正解って言いなよｗ
[1:12:06] beika___: けんきさんのおかげでasianbunnyの有料版に加入しました
[1:12:08] リンク1004: お前よく痛いって言われない？
[1:12:10] unamu3: ぷっさんはかわいかった
[1:12:15] はまオジ: kenkiTira kenkiTira kenkiTira kenkiTira
[1:12:16] たる侍: けんきはたまにVあったことあるマウントするからな
[1:12:18] みこ柴: 正直顔バレしてる人のが好き
[1:12:19] syuimee: 寧々丸さんたまにタバコ吸ってるの好き
[1:12:21] 2期: つまり、もこうに問いただせばええんか
[1:12:21] 菊池風香: お前トイレする時絶対正座してるだろ
[1:12:24] とろたまうどん: うっっっっざ
[1:12:28] なのつん: たはは
[1:12:30] 4naqz: BloodTrail
[1:12:32] riri_desu__: 嘘やめてね BloodTrail
[1:12:33] ツイッチ表示名: う、そ
[1:12:33] 高めのサバ缶: ぷっさんだけはマジ
[1:12:34] なにわのはにわ: おもちだよ
[1:12:35] pokpokpink: おとわっか
[1:12:35] sametaro: ワッカ付いてる
[1:12:36] dddschool: 逆に怖い
[1:12:36] 昆布畑: やめようね
[1:12:37] 2期: kenkiMimidare
[1:12:38] haluaoi: はいはい
[1:12:39] ぞうくまいくお: かわいいい-----
[1:12:39] fumoti23: まんまか
[1:12:40] usagigabyte: BloodTrail
[1:12:40] おさとも: BloodTrail
[1:12:40] sin_key_law: ぷるるって背高い？
[1:12:41] yu_niki: チェンソーマンのエンジェルやめてね
[1:12:41] 勘定奉行: ちなみにガチ
[1:12:42] 緋蜂: つまりかわいいってことだな
[1:12:42] baricondor3: 立ったまま洋式トイレ使ってるだろお前
[1:12:43] カツカツ丼: kenkiLicence0 kenkiLicence0 kenkiLicence0 kenkiLicence0
[1:12:44] nyo_tio: 換気してた？
[1:12:44] ma_oy: それはもう天使なんよ
[1:12:45] ノサンキュ山田: うんうんうんうん
[1:12:46] ポパピペポ: 次元超越マ？
[1:12:46] aruchang: ぷっさん角も生えてた？
[1:12:48] mci_foden: ｷﾞｬｯｷﾞｬｯｷﾞｬｯ
[1:12:49] 8818papaiya: 声高いままだった？
[1:12:49] 菊池風香: 人間じゃないってこと？
[1:12:51] sssiiioooooo: ぷるるこの前新宿の喫煙所で見かけたよ
[1:12:53] リンク1004: ほなあの格好でバンジーしたんか
[1:12:53] ザリガーノ: ぷっさんは実在しないよ
[1:12:54] アステリオ: ブルアカの広告っすねそれ
[1:12:55] MOSUtati: 影が無いよ
[1:12:55] みこ柴: ｗｗｗ
[1:12:55] yokochy: けんきに嘘つくメリットないし、本当か...
[1:12:55] qAKp7: ｗｗｗ
[1:12:58] きむきむ91: wwww
[1:12:58] afunya: おれもリアル見たこと有るけどマジでそのままだった
[1:12:59] beyond_xx: ワロタ
[1:12:59] komyu_www: まじでさいこうやな
[1:13:01] くまる335: ああなるほど
[1:13:01] 第2ボタン: それ集団幻覚の類じゃん
[1:13:03] なにわのはにわ: なるほどな
[1:13:04] sasamiy: 外出たら即身バレ不可避www
[1:13:04] 猫又雅: なる
[1:13:06] ランボルぎゅーにゅー: 悪魔やから影もうつらんねやろ
[1:13:07] みこ柴: ぷっさんいい声だよね
[1:13:07] 勘定奉行: ぷっさんって空島出身なの？
[1:13:07] takahashi_png: あーね
[1:13:08] sin_key_law: すげえ
[1:13:09] ShanaKamishiro: なるほどな
[1:13:10] oribeyousuke: じゃあバンジーで飛べよ
[1:13:10] ketete2: あれプロ意識高いよな
[1:13:11] ぺぷすぃ: 人間どもに身バレするわけにはいかねえからな
[1:13:11] ツイッチ表示名: ぷっさんは実はかるびより太ってる気がしないでもない
[1:13:11] kuria0712: ほな本物か
[1:13:12] r_Lotus_jr: 影が映らないんじゃなくて？
[1:13:13] tiam_pr0t0n: トー横に普通に居そう
[1:13:14] 2期: kenkiDoup
[1:13:14] syuimee: 寧々丸さんもぷっさんと同じくスモーカーやね
[1:13:14] xkuroz96: 子供好きそうな性格だったね
[1:13:15] カツカツ丼: そういう歳だもんね
[1:13:17] non_nothing9: それはバレやすいな
[1:13:17] てべじ: プロ意識すごい
[1:13:18] 菊池風香: ブ○ーアーカイブね
[1:13:19] えびびびび: その格好でアイコス買いに行ったら バレるだろ
[1:13:20] baricondor3: どっちだよ
[1:13:22] こんにちは5151: これ洗脳？
[1:13:26] ma_oy: Umaだったか
[1:13:27] だいもん_: レッドブル飲んだらもう1羽生えてくるのか
[1:13:27] qAKp7: 俺もラーメン食べ行ったらぷっさん居たことある
[1:13:27] haru1234jp: バンジーの回収のときは翼使ってたらしいね
[1:13:29] wabon112: みたいなこと？
[1:13:29] sametaro: どっちやねん
[1:13:30] 高めのサバ缶: つまり、翼と天使の輪がある人が田舎で芋掘ってたと
[1:13:30] aria1208: こんにちは
[1:13:31] yokochy: Vtuber界隈、王国多くないか？
[1:13:31] ketete2: www
[1:13:33] pokpokpink: ぐんまー王国
[1:13:34] みこ柴: ｗｗｗｗｗ
[1:13:35] なのつん: えらい
[1:13:36] チビレナス: www
[1:13:37] オレンジ野郎: www
[1:13:38] はまオジ: ｗｗｗｗｗｗｗｗｗｗｗ
[1:13:39] wabon112: えらいなｗ
[1:13:41] ぺぷすぃ: やるねえ
[1:13:41] ketete2: 我慢したんだww
[1:13:41] おさとも: ｗｗｗｗ
[1:13:42] 8818papaiya: 我慢できるタイプなのでは？
[1:13:43] syuimee: どっちか分からない
[1:13:45] ShanaKamishiro: 子供の前だからね
[1:13:46] ぺんニキ: 次回に期待だな
[1:13:46] カツカツ丼: 我慢しててえらいね
[1:13:47] yu_niki: 初めて吸う人におすすめなアイコス知りたかった
[1:13:47] なにわのはにわ: どっちなんだい
[1:13:48] ポパピペポ: 換気
[1:13:49] ぞうくまいくお: がまんしてたか
[1:13:49] ノサンキュ山田: 外出時はにこちんぱっちはってるんじゃね
[1:13:50] 岩永さん: 絶対耐えの姿勢
[1:13:51] くまる335: ラーメン動画はどこで公開するの？
[1:13:51] ぺぷすぃ: 偉すぎ
[1:13:51] 昆布畑: 今度鎌掛用
[1:13:53] haluaoi: トイレで吸ってるんや
[1:13:53] kibidango551: 場所がわからなかったんじゃない？換気の
[1:13:53] 高めのサバ缶: 手がプルプルエンジェルデビルしてた？
[1:13:54] xkuroz96: 外で吸わない派なんですかね
[1:13:56] pokpokpink: 対面は、ね
[1:13:57] syuimee: でもアイコスの音したって言ってたけど
[1:13:58] dearnaturac: あんま言うと営業妨害になるぞ
[1:13:59] kyabumaru_jjblash: ビジネスアイコス？
[1:13:59] yokochy: キャラだけは徹底して守る
[1:14:01] ma_oy: 人の前では吸わないタイプかな
[1:14:02] オレンジ野郎: ぷっさんは外だとシーシャで誤魔化すから気をつけろ
[1:14:03] dddschool: 後半イライラしてなかった？
[1:14:04] ketete2: wwwwww
[1:14:04] usagigabyte: 人といるから吸わないの育ちがいい
[1:14:05] ぺぷすぃ: 吸えるように配慮してやれよ
[1:14:05] とろたまうどん: かるびはぷっさん実在しないって言ってた
[1:14:05] syuimee: あ
[1:14:06] べクシー: けんきさんお疲れ様！
[1:14:09] おさとも: kenkiNonderi kenkiNonderi kenkiNonderi
[1:14:09] なのつん: 次は私物チェックのコーナー用意しておこ
[1:14:10] アステリオ: 職質かて
[1:14:10] ばちわれちゃん: VtuberがAV堕ちしたらどんな企画モノになるのかなあ
[1:14:11] ザリガーノ: 喫煙所に誘導しなきゃいけなかった
[1:14:12] haccix: 芋掘りではちょいちょい姿消してたらしい
[1:14:13] shin05050505: 別のやばいものありそう
[1:14:14] sasamiy: 今吸えるところがないやろ
[1:14:14] mumr4: こっそり吸ってるよ
[1:14:14] アルコール中毒者: 一緒に吸いにいこう
[1:14:16] callfield9: 貧乏ゆすり増えてなかった？
[1:14:17] ツイッチ表示名: 女の子の持ち物検査ww 酷いww
[1:14:17] こんにちは5151: コンビニ店員は本当だった！？
[1:14:19] ShanaKamishiro: 所持品検査企画いこう
[1:14:19] ひめむらさき: けんきなら行ける
[1:14:20] はまオジ: ノン、デリ
[1:14:21] みこ柴: 吸っててほしい
[1:14:22] 菊池風香: やばい粉入ってるか確認
[1:14:22] aruchang: iQOSはビジネス、エンジェルデビル王国はガチ
[1:14:24] wabon112: 吸っていい場所がなかったんじゃないの？
[1:14:34] 2期: いい喫煙所あるスタジオ借りよう
[1:14:34] 岩永さん: 抜き打ちチェックを企画にしてしまえば…
[1:14:36] kopi0116: 吸い溜めしてきたんやろな
[1:14:36] Kikka113: あ
[1:14:36] baricondor3: けんきの持ち物チェックTVやってくれ
[1:14:37] usagigabyte: おい
[1:14:37] 1chigo_mochi: あ
[1:14:38] おさとも: あ
[1:14:38] 猫又雅: www
[1:14:38] dddschool: あ
[1:14:39] torpedoooooooo: あ
[1:14:39] オレンジ野郎: あ
[1:14:39] kuria0712: まずい
[1:14:39] アステリオ: こら
[1:14:39] z4ki0x0: あ
[1:14:40] 第2ボタン: あ
[1:14:40] kibidango551: や、く
[1:14:40] origimusi: え
[1:14:40] fumoti23: おい
[1:14:41] syuimee: 注射器w
[1:14:41] ぺんニキ: あ
[1:14:41] ShanaKamishiro: あ
[1:14:41] カツカツ丼: おい
[1:14:41] 勘定奉行: おい
[1:14:41] pokpokpink: 鼻から吸うやつ
[1:14:42] ぺぷすぃ: それは
[1:14:42] takahashi_png: あ
[1:14:43] なにわのはにわ: 謎の錠剤もあるかも
[1:14:43] 8818papaiya: エンデビパウダーです
[1:14:43] アルコール中毒者: おーい
[1:14:44] satton0514: あ
[1:14:44] bu_death: 言いすぎだろ
[1:14:44] rivero0915: あ
[1:14:44] qAKp7: これ？アイスだよ？！
[1:14:44] naosan__: インスリンかな？
[1:14:45] くろうさぎぎぎ: あ
[1:14:45] みこ柴: あ
[1:14:45] riri_desu__: こわ
[1:14:47] teiou_333: 注射器www
[1:14:48] ばちわれちゃん: けんきさんはタバコ吸ってたことあるの？
[1:14:48] みわ5: 糖尿病？
[1:14:48] 菊池風香: やくちゅ、う
[1:14:48] ツイッチ表示名: ぷっさん快楽主義者だからね
[1:14:49] ketete2: wwww
[1:14:49] なのつん: キメテルね
[1:14:50] ぺぷすぃ: そういうタイプね
[1:14:51] kyabumaru_jjblash: 噛みたばことかでニコチン入れてるんちゃう？
[1:14:52] syuimee: 確かにおかしい
[1:14:53] rivero0915: それはそう
[1:14:53] ポパピペポ: ダメです
[1:14:53] dunas1833: ストゼロがいっぱい入ってたかも
[1:14:53] ShanaKamishiro: カッターは？
[1:14:53] 第2ボタン: 吸引機あるかも
[1:14:53] ketete2: 見ればわかる
[1:14:56] オレンジ野郎: 注射器あるのは関さんとふぉいだよ
[1:14:56] non_nothing9: プラスチックバックある
[1:14:56] calamal_bechiato: えんじぇるデビル王国なら合法？
[1:14:57] kibidango551: ギャッギャッギャッ
[1:14:58] clibo_: いい意味でね
[1:14:58] 高めのサバ缶: 会った感想が普通じゃないなの草
[1:14:58] yu_niki: はい１２０万
[1:15:00] Hiderock1105: ライン越えか？
[1:15:01] omusubi_korori: 注射器は流石にアカン
[1:15:01] 仙ニーン: 注射器💉か、錠剤💊やな
[1:15:02] ぺんニキ: 友達の悪口です、か
[1:15:02] baricondor3: それも駄目ではある
[1:15:05] リンク1004: なんか作業とかで集中してるとタバコ吸わなくてもイライラしないことあるからそれじゃないかな
[1:15:06] 2期: はい120万ドン
[1:15:07] riri_desu__: やばいやつやんwww
[1:15:07] ゆうちぇろ: コンビニ店員の彼氏が吸ってるんだよ
[1:15:09] sin_key_law: えんじぇんでびるだぞ人間の尺度で測るな
[1:15:10] haluaoi: こっそりグミ食べてなかった？
[1:15:17] こんにちは5151: iqos(ヤク)
[1:15:19] pokpokpink: 白い粉末、パケ…
[1:15:20] mumr4: ベロ青くなかった？
[1:15:21] だいもん_: それも選択なんだよ
[1:15:25] 菊池風香: きもてぃれぇー^^
[1:15:37] ばちわれちゃん: 小学校のとき通学路に注射器落ちてることがよくあったんだけどあれなんだったんだろ
[1:15:38] オレンジ野郎: たぶんぷっさんは吸うの好きだし注射器じゃない
[1:15:45] yu_niki: 拍手した途端に銃に聞こえなかった？
[1:15:46] ぺぷすぃ: ぷっさんはリアルであれらしいね
[1:15:49] こんにちは5151: バンジーの動画好き
[1:15:49] takahashi_png: ぎゃっぎゃっぎゃ
[1:15:50] baricondor3: ヤニカス特有の共通点とかあるの？
[1:15:51] キノクマ: 睡眠薬飲むと舌あおくなるらしいな
[1:15:52] なにわのはにわ: ぷっさんの声は実在したんだ…
[1:15:53] anti0124: 喫煙者がそんな我慢できるとは思えない
[1:15:54] qAKp7: 一応ボイチェン使ってるキャラだよ
[1:15:54] 猫又雅: ボイチェンなしであの声すごいなぁ
[1:15:57] のむのむの: ゼロプロの悪口言うとリボンが閉まるんだって
[1:15:57] fuyukun_gat: ヤサイとかチョコとかアンパンとかスピードとか使ってるのかなぁ
[1:15:58] 菊池風香: あの声でアイコスメンソールとか言うんかと思うと笑ってしまう
[1:15:58] 中川圭: kenkiGood
[1:16:00] 勘定奉行: 2025年にドーピングOKのスポーツ大会開催されるらしい
[1:16:00] ketete2: すご
[1:16:03] usagigabyte: 初期の外配信とかあのままだった
[1:16:07] sametaro: 彼女やん
[1:16:09] ツイッチ表示名: iqosストゼロ競馬パチンコを愛するぷっさん
[1:16:10] dddschool: えらい
[1:16:10] origimusi: ぷっさんはそういうとこある
[1:16:13] xkuroz96: リアルでぷっさんと出会った配信者は何人いるんだろう
[1:16:14] haluaoi: あの笑い方は身バレすぐするよね
[1:16:14] 勘定奉行: ww
[1:16:14] roroara: 声に特徴ある人ってなんか他の人とは違う特別感あっていいよね。
[1:16:16] ShanaKamishiro: www
[1:16:17] 仙ニーン: プルプル我慢してた説
[1:16:18] naosan__: ネタにされるからマズイって思ってそう
[1:16:19] ketete2: www
[1:16:20] usagigabyte: ｗｗｗ
[1:16:20] くまる335: 実際会って1番ギャップあった配信者は？
[1:16:20] kuma_house: そういえば今日節分だ
[1:16:22] おさとも: ｗｗｗｗ
[1:16:23] syuimee: ぷっさんはヒロポン錠キメてる
[1:16:24] dearnaturac: アパレルとかその他の接客業やってたみたいから、人当たりは良さそう
[1:16:32] naosan__: やまとんすら会ってない
[1:16:35] ketete2: はいたにさんはストリーマーだよ
[1:16:37] morimori03020320: あの人一応ストリーマー枠ではある
[1:16:37] 8818papaiya: 今の声なのはゼロプロチョーカーの影響らしいね
[1:16:45] 赤カブト: けんきだよ
[1:16:47] 2期: リジェクトの社員も見たことないと言う話
[1:16:48] calamal_bechiato: その質問はどう答えても営業妨害w
[1:16:57] くまる335: 暗いからな
[1:16:58] syuimee: そうっぽい
[1:17:00] pokpokpink: あんぱいか
[1:17:03] 高めのサバ缶: オフの時はかけらも笑わないでお馴染み
[1:17:03] オレンジ野郎: けんきしかないやろ
[1:17:03] rivero0915: ｗｗｗｗ
[1:17:04] qAKp7: がたいヤバいよな
[1:17:05] roroara: 強そう？
[1:17:05] 第2ボタン: 渋ハルは？
[1:17:05] usagigabyte: ｗｗｗ
[1:17:06] ぱれっとクオリア: 強そうwww
[1:17:06] オレンジ野郎: www
[1:17:08] ketete2: www
[1:17:08] なにわのはにわ: マジで強そうだもんな
[1:17:09] みこ柴: 写真からしてでかいよ
[1:17:09] おさとも: ｗｗｗ
[1:17:09] kuria0712: 関さんも似たようなこと言ってたな
[1:17:10] kuma_house: ファンタムチムチだからな
[1:17:11] 仙ニーン: ファンタは…
[1:17:15] kibidango551: ビジネス笑いのけんき
[1:17:16] sametaro: 筋肉すごいもんな
[1:17:19] yokochy: 全部筋肉って聞いたファン太
[1:17:19] 菊池風香: が、ちむち
[1:17:20] リンク1004: だってファンタ大学に柔道で言ってたから強いだろ
[1:17:21] 高めのサバ缶: まあファンタさんはレスラーだから
[1:17:22] haluaoi: おっきいのね
[1:17:23] はまオジ: ベジータだと思ったらナッパだったのか
[1:17:24] のむのむの: むきむき
[1:17:24] ツイッチ表示名: 犬山たまきとぷっさんの対談バトル見た?
[1:17:25] ぺぷすぃ: けんきわりと一般人に近い雰囲気だな
[1:17:28] naosan__: ポンコツでいていい筋肉じゃない
[1:17:28] omusubi_korori: ファン太ムキムキだもんな
[1:17:29] roroara: きんにくん？
[1:17:29] なのつん: ふぁんたと散歩配信まってます
[1:17:30] ShanaKamishiro: さすが王子
[1:17:30] anti0124: 趣味プロレス
[1:17:31] ろこもこ_6554: けんちゃんは頭髪のイメージが違ったね
[1:17:32] ketete2: 柔道とかの大会とか出たことあるらしいぞ
[1:17:33] ruizz1124: ニコニコ出身者ってなんか引きこもりとか弱そうなイメージあるよね
[1:17:35] ぺんニキ: 関さんとふぁんたどっちが強そう？
[1:17:38] ma_oy: しんじも強そうだよな
[1:17:38] pilafu0: でもメンタル弱いんだよね
[1:17:51] pokpokpink: kenkiCrepe0 kenkiCrepe0
[1:17:54] にゃはん212: 思ったより陰キャだった？
[1:17:57] なにわのはにわ: 俺じゃん
[1:17:59] 高めのサバ缶: 俺たちじゃん
[1:18:00] 勘定奉行: 配信者マッスルタッグマッチ開催しよう
[1:18:01] syuimee: トップ戦線で活躍するプロゲーマーにして、ファンを魅了するカリスマYouTuber「けんき」の哲学とは。https://titinosenaka.com/contents/336102
[1:18:02] yokochy: 配信用の義務コミュニケーションだったんだ
[1:18:03] haluaoi: オーラ消せるんか
[1:18:03] カツカツ丼: kenkiCrepe kenkiCrepe kenkiCrepe
[1:18:04] ツイッチ表示名: ファン太は体育会リクルートの匂いもあるよね
[1:18:04] Nemu1010: スポーツしてるからメンタル強いよ
[1:18:05] subaru_bf: kenkiLicense
[1:18:06] pompompurin1235461: 話しかけられるのも嫌なの？
[1:18:07] はまオジ: 人見知りATフィールド搭載やん
[1:18:07] morimori03020320: おれらかよ
[1:18:08] ぺぷすぃ: おとなしい子なんだね
[1:18:10] 2期: もこうみたいdsんs
[1:18:12] usagigabyte: 俺たち代表じゃん
[1:18:12] xkuroz96: ファン太さんどっかのイベントで出会ったけど体でかいのと、あまり喋らないタイプの方でしたね
[1:18:13] 菊池風香: 俺らが友達ってわけか
[1:18:16] オレンジ野郎: 去年かいつかのサイン会でチラッと見に行ったけど普通の人に見えたけんき
[1:18:17] smoke_smoke117: ファンタ体重かなりいってるから、横か縦に長いのは確実
[1:18:24] yokochy: わざわざ話すこともないしなぁ...ってなるよね
[1:18:25] basho2022: 関さんは裏表なさそうで好き
[1:18:25] ketete2: あ
[1:18:27] yokochy: あ
[1:18:28] pasutel097: ？
[1:18:29] オレンジ野郎: あ
[1:18:29] usagigabyte: あ
[1:18:33] ketete2: 彼女いるやつがいうな
[1:18:39] syuimee: それも価値観やね
[1:18:39] はまオジ: 効率厨
[1:18:41] calamal_bechiato: 情報交換ではなく雑談か
[1:18:43] pokpokpink: 配信も、ね
[1:18:47] ぞうくまいくお: 流れ変わった？
[1:18:47] origimusi: 毛繕いやぞ
[1:18:48] なのつん: 喋らなくても気まずくならない友達好き
[1:18:50] pasutel097: www
[1:18:50] aruchang: はい、これ陰キャ仕草です。
[1:18:52] takahashi_png: わかるよぉ
[1:18:53] ma_oy: それなのに可愛い彼女がいるのか
[1:18:53] yokochy: でも正直わかるよ
[1:18:54] ポパピペポ: それはわかる
[1:18:56] usagigabyte: それでよく彼女できたな
[1:18:58] ぺぷすぃ: 気遣いすぎでしょ
[1:18:59] komyu_www: わかる
[1:19:00] dddschool: 気にしいなのか
[1:19:00] wabon112: すごいわかるわ
[1:19:02] ザリガーノ: 陰キャの思考
[1:19:02] subaru_bf: わかる
[1:19:02] pompompurin1235461: 会話って意味のないやり取りをすること自体を楽しむ時間だからね
[1:19:03] 勘定奉行: わかってあげられるよ
[1:19:04] petbottle429: わかってあげられるよぉ
[1:19:04] だいもん_: だから兄貴に痛いって言われるのか
[1:19:06] オレンジ野郎: きずかいすぎやろ
[1:19:08] yokochy: これわざわざ言うことじゃないよね・・・ってことばっかなんだよね
[1:19:12] dunas1833: ぷっさんはずっと喋ってた？
[1:19:14] 狸狐: 会話に意味を考え始めるとマジで会話量減る
[1:19:24] ruizz1124: そういえば後ろに日輪刀飾ってる？
[1:19:28] はまオジ: スンッ
[1:19:31] morimori03020320: そこでシーンとさせるくらいなら話さない
[1:19:31] オレンジ野郎: まぁ場面にはよるよな
[1:19:34] お茶: 日本人特有
[1:19:38] なにわのはにわ: 録音して文字お越しすると終わってるよ
[1:19:39] fumoti23: しゃべれなくなっちゃう
[1:19:41] qAKp7: うんちくばっか言うと嫌われるしな
[1:19:43] 高めのサバ缶: そう言うこと言い始めるとみんな4ぬから無駄だよ
[1:19:45] ポパピペポ: じゃあいつもは頑張ってるわけだ
[1:19:48] ShanaKamishiro: テレパシーでいこう
[1:19:48] ma_oy: もう熟年夫婦やん
[1:19:48] はまオジ: あー
[1:19:52] syuimee: まあね
[1:20:00] ぺぷすぃ: 複数でいるともう少し盛り上がるタイプかな
[1:20:00] はまオジ: あとは相手が関西人かにもよる
[1:20:01] wabon112: 逆にけんきがそうなんじゃない？
[1:20:03] Nemu1010: まぁええか
[1:20:03] ツイッチ表示名: けんきは自分が話す人っていうより回す人だよね
[1:20:04] calamal_bechiato: どこ出身でも天気が良くてもどうでもいいからね
[1:20:05] 高島いやぁんケーキちゃん: いぐっいぐっいぐうう
[1:20:07] ぞうくまいくお: ほー
[1:20:08] aruchang: 会うと1番楽なのふぉい？
[1:20:11] 狸狐: サシで気の知れた相手だと尚更ね
[1:20:14] anti0124: つまり常に配信していれば
[1:20:20] オレンジ野郎: あ
[1:20:22] なにわのはにわ: ｗｗｗｗ
[1:20:22] はまオジ: ｗｗｗｗｗｗｗ
[1:20:23] morimori03020320: あ
[1:20:23] ぞうくまいくお: WWW
[1:20:23] Kikka113: かわいそう
[1:20:24] yokochy: ta1yo気まずいだろうなｗ
[1:20:25] くまる335: あ
[1:20:25] ketete2: wwwww
[1:20:26] ziunoka: 仕事中に雑談とかしたくないタイプ
[1:20:27] usagigabyte: あ
[1:20:27] takahashi_png: BibleThump
[1:20:27] 赤カブト: あ
[1:20:28] muno______: かわいそう
[1:20:30] syuimee: え
[1:20:30] みこ柴: ひどいよｗｗ
[1:20:31] ぺぷすぃ: かわいそうに
[1:20:32] torpedoooooooo: BibleThump BibleThump
[1:20:34] 猫又雅: 誤解与えちゃったね...w
[1:20:35] はまオジ: 無言き
[1:20:41] fumoti23: あーあ
[1:20:44] オレンジ野郎: 泣いちゃうよ
[1:20:44] ketete2: 共通点ないもんな
[1:20:44] sin_key_law: ほな意味のない会話に意味あるんじゃねえか…？
[1:20:45] 狸狐: 本人に伝えたれw
[1:20:45] ぞうくまいくお: 興味がないの？
[1:20:45] ぺんニキ: けんきの隣はずっと喋ってるやつがいいのか
[1:20:47] Makaroooooon3: kenkiKaribu kenkiKaribu
[1:20:48] ketete2: OW
[1:20:51] 高めのサバ缶: 服のこととか
[1:20:51] ポパピペポ: ひど
[1:20:52] sssiiioooooo: 大学のこと
[1:20:52] haluaoi: 好きの反対は無関心
[1:20:53] はまオジ: きくことナイヨーってかｗｗｗｗ
[1:20:53] non_nothing9: 学校のこと
[1:20:54] Nemu1010: 英語でしゃべり掛けろ
[1:20:54] ma_oy: 最近どう？どか
[1:20:54] 勘定奉行: 好きなお菓子とか
[1:20:54] binbiba: 興味がないってこと？
[1:20:55] tiam_pr0t0n: 人に嫌われてると自分も嫌いになるよね
[1:20:56] andaseizounin: すきな食べ物
[1:20:56] おさとも: 昨日何食べた？
[1:20:56] pasutel097: ろ、る
[1:20:57] いいね_ボット: 英語聞くくらい
[1:20:57] subaru_bf: ファッションについて
[1:20:57] ketete2: オシャレとか
[1:20:59] ぞうくまいくお: すりーさいずとか
[1:21:00] syuimee: オーバーウォッチのこと聞いたら歓喜するよ
