[0:00:18] 祖国のために: ハイサイまいど
[3:59:46] teya1337: 唐揚げ何派？
[3:59:48] ｾﾀﾒﾝ: 松屋の冷凍食品まとめ買いが捗りすぎる
[4:00:01] welldoneman1: BKは田舎にない
[4:00:04] togakusii: あれゆたぽんさんのガレンが見れると思ってきたのですが....
[4:00:04] ねぎスター: jgよむ君でワロタ
[4:00:06] ｾﾀﾒﾝ: スパイシーワッパーがうますぎる
[4:00:09] maruppe49: バーキンのがやすくない？
[4:00:09] zinu184: ロッテリアなんだよね
[4:00:10] ktrbm: ファストフードに500円以上はなあ
[4:00:10] korokoroman: なお値上げ
[4:00:11] elshadd0llshekh1naga: マックももう高いですよ
[4:00:11] fizzzsupport: 松屋米さえもうちょっと良くなったらGOD tierなのに
[4:00:14] ヒサツグ: マックも最近そんなに…
[4:00:14] tetu1011: バーガーキングって実在するんですか？
[4:00:14] 2to6: マクド高いで
[4:00:15] ナスくん: マック安いは嘘だね
[4:00:17] sheik822: マナル値上げしすぎて高くない？
[4:00:20] miyabm20: バーガーキングは高いけど美味い
[4:00:21] ceofesta: マックも高いよ
[4:00:23] たかはしい: マックももう変わらんくない
[4:00:24] PlooonN: バーキンクーポン使うとワッパーセットで700円以下あるぞ
[4:00:25] turuturu_ow: マック史上最高黒字だっけ
[4:00:26] ヴぃんと: 最近マック値上げした
[4:00:29] mohuryun: お好み牛丼どうなの？
[4:00:33] ykabi: マックならモスでええわってなる
[4:00:34] ヒサツグ: バーキンはアプリのクーポンが爆アド
[4:00:34] 2to6: バーキンはクーポンで安い
[4:00:34] redninjakaz: マック余裕で１０００円超えるよ
[4:00:35] おやつ22: ポテトのクーポンもないねー
[4:00:36] korokoroman: ちゃんと食ったら１５００円超えるぞ兵器で
[4:00:37] tanakataro139: マックは値上げ値上げでティア１モスになった
[4:00:39] maruppe49: もうマックいかなくなっちゃった
[4:00:41] Yodaka187: もうモスと同じくらいじゃんｗって言われてる
[4:00:43] うに脳筋: マクナル高いらしいね
[4:00:45] ナスくん: 時代はシェイクシャック
[4:00:45] tridentatus: バーガー食う意味ない
[4:00:47] hellominen: マック値上げしたけど過去最高の収益だったらしいよ
[4:00:49] shopon8: マック安いとかぽんさん変わっちまったなぁ
[4:00:50] turuturu_ow: マクナルってなんですか？
[4:00:53] zinu184: 一年で200円ぐらい値上げしてなかったっけ
[4:00:53] ykabi: そうだよ
[4:00:54] gkkstlove: 将軍バーガーおすすめです
[4:00:55] teya1337: マクダーナルまじ？
[4:00:55] tgrcw: それはそう
[4:00:56] fizzzsupport: それなw
[4:00:57] kokekokekokoko: そうです
[4:01:00] prospro1234: マクナルうまいじゃん
[4:01:02] ceofesta: でも人々はなぜかマックを食う
[4:01:03] inaaturuf: でもたまに、クナルのポテトかいたくなるな
[4:01:04] ｾﾀﾒﾝ: こないだまでワッパージュニア２つで600円とかやってたよねバーキン
[4:01:05] nortari: でもマック行っちゃう
[4:01:11] みてすと: マナル派は賢い
[4:01:12] 黄色のモンキー: おすすめのヴァロのエージェントはなにですか
[4:01:18] ナスくん: トライブッシュってどこに立つのが一番安全ですか？
[4:01:22] ヴぃんと: 普通にマック店舗数多いから結構目に入るねんな
[4:01:22] ねぷハロ: ポテトのためにマック買ってる
[4:01:35] カワウソおじ: 店舗数は正義だなぁ
[4:01:38] チョコ0225: フィザやんｗ
[4:01:39] TukimiJPN: 薄利で多売するより買われなくなっても多少の収益に振ったほうがいいんだろうね マックは
[4:01:47] korokoroman: フィザミーム
[4:01:53] yousei_sunstar: なんでこの時間に飯の話するの？
[4:01:53] PlooonN: ｗ
[4:01:54] fizzzsupport: ロッテリアの絶品チーズバーガー最近リニューアルしたんですけど最高ですよ
[4:01:56] irohasu8765: 太いポテトと細いポテトどっち好き?
[4:02:03] ヒサツグ: いいよ
[4:02:07] hellominen: その人はミュートしていい人ですよ
[4:02:08] chorus_0508: マックのナゲット、ソース2個目有料になってて驚いた
[4:02:11] ナスくん: グブなんかリーシュ取り上げられたんだけどって思ってそう
[4:02:12] Yodaka187: こんなに荒ぶるtopも珍しいな
[4:02:21] ノディー: れいやさんって選手時代からこんなんだったんですか
[4:02:28] togakusii: この試合でぜりの動画化お願いします
[4:02:28] aggh1500: topの人ってLJLいた人？
[4:02:59] MilanAxi: 前一瞬で壊せたのに
[4:03:42] fullmagic26: ﾜｯ
[4:04:09] 月城月: ゼリでザイラの植物殴ってる時一番おもろい
[4:04:14] fizzzsupport: ザイラ相手してる時世界一幸せ感じる
[4:04:34] PlooonN: ゼリっていつからシールド吸わなくなったの？
[4:04:51] ktrbm: カルなんだ
[4:05:12] aaaasanpart1: シールド返してほしい
[4:05:22] mele_7393: え、シールド吸わないならなんのパッシブなんですか？
[4:05:24] Yodaka187: フィザいいよ
[4:05:32] PlooonN: マジかよずっと知らなかった
[4:05:34] karasiyade: 通常は流石にゲージためてからですか？
[4:05:39] チョコ0225: フィザ躍動してるねえ
[4:05:45] j1z6: 踊ってるな
[4:05:47] yoYcat: 観戦ファーム
[4:06:05] ノディー: レーン戦ずっと青でやってたい
[4:06:09] togakusii: 晴彦からバレンタインもらえそうですか？
[4:06:15] shot_taka: ぽんさんもいつか配信用とyoutube用の喋りが分かれちゃったりするのかな
[4:06:21] アトロフ: 実験的へクスプレートの評価ってどうなんですか？？
[4:06:46] チョコ0225: あ
[4:06:47] aburage3: あーあ
[4:06:47] PlooonN: あ
[4:06:48] tanakataro139: あ
[4:06:49] ktrbm: 責任とれ
[4:06:50] conpacuto: ごめ～～ｎ
[4:06:50] elshadd0llshekh1naga: あーあ
[4:06:52] tachibana_na: ぽんさんADCやってて草
[4:06:52] ナスくん: ごめん
[4:06:52] Yodaka187: また1人
[4:06:52] welldoneman1: 😡😡😡
[4:06:54] みてすと: む、らせ
[4:06:54] fullmagic26: 俺らのせいだ～ｗ
[4:06:54] sntypnty: ごめん
[4:06:54] tetu1011: まずい
[4:06:57] ヒサツグ: 俺らのせいだ～ｗ
[4:06:57] j1z6: 文字がなあ
[4:06:58] Hino_rush4F: 謝ってってこと？
[4:06:59] nosamushiro: ごめんて
[4:07:05] 1408_kimuchi: ここ動画になります
[4:07:05] うに脳筋: 1csくらいええやん
[4:07:06] supermorinphen: ぽんさんも配信用の人格に日常が飲み込まれるよ
[4:07:14] gggajettto110: でも動画用に今adcやってるじゃん
[4:07:15] 竹槍マン: コメントのせいや
[4:07:15] samebun254: コメントした奴倒したらCS増えません？
[4:07:19] kgkgbed333: CS落とす価値あるコメントだった
[4:07:19] Granolaaa_game: つよ
[4:07:20] sacchanw2: 大丈夫なんだよね
[4:07:21] ナスくん: ゼリでCSを落とす
[4:07:24] お気楽さん: よみやすいようにぜんぶひらがなでかこう
[4:07:24] nosamushiro: コメント見すぎですよ
[4:07:25] mele_7393: いつかプロリーグ中にコメント読んで俺らのせいにしたりしない？
[4:07:35] Shijimi0013: 上半身半壊したのも俺らのせい？
[4:07:36] わらび14: topメインの人なのにadcもできてすごいですね
[4:07:56] ナスくん: 迅速取ってませんよ
[4:08:11] j1z6: そういやシャコなんていたな
[4:08:22] luna_1123_: 今ってゼリパワー足りてますか？
[4:08:24] asuke: 安いもんだ csの一個くらい
[4:08:56] ノディー: アフェって赤白と青紫ってどっち強いんですか？
[4:08:57] touuy530: フィザナイス
[4:08:59] Siranui77: シールドありがとー
[4:09:03] Granolaaa_game: ASはスキンで変わりますよ
[4:09:28] ナスくん: 実際ゼリって血脈なんですか？
[4:09:28] チョコ0225: えっら
[4:09:34] 4lp4c: ゼリ靴後回しなんだ
[4:09:39] supermorinphen: 移り変わり
[4:10:33] チョコ0225: なんかポーション持ってるの珍しいですね
[4:10:56] Yodaka187: ｗ
[4:10:59] umecha1128: だる
[4:11:01] カワウソおじ: くっそ
[4:11:06] togakusii: あいつたるいな
[4:11:11] chorus_0508: ｗ
[4:11:14] Yodaka187: 気まずい
[4:11:21] チョコ0225: やさしい
[4:11:21] ceofesta: シャコOTP感じた瞬間
[4:11:25] hellominen: 中村君ありがとね
[4:11:28] ジャータカ: ほんとにグブ？
[4:11:36] カワウソおじ: 妙だ
[4:11:40] ナスくん: 激痛
[4:11:41] shot_taka: いつも100％食ってるし名前見てるねこれ
[4:11:43] 長井佑樹: こんなグブ逆にヤダ
[4:12:01] supermorinphen: このグブ片方古代人で母乳出る人？
[4:12:08] Siranui77: 半古代人
[4:12:09] ktrbm: 動画化されたとき用の動き
[4:12:13] ナスくん: それみらん君の被害者ですよ
[4:12:14] umecha1128: うめ〜
[4:12:14] Granolaaa_game: ｗｗｗ
[4:12:14] Yodaka187: word食べ放題
[4:12:20] MilanAxi: ww
[4:12:35] ktrbm: 6グラブはどうでもいいと言われており
[4:12:43] ノディー: 脅威アフェ弱いらしいですよ。嘘つきがいるみたい。
[4:12:50] Granolaaa_game: そのための赤ですか
[4:13:56] ナスくん: こんな時に味方を守れるようなアイテムがあったらな・・・
[4:14:29] shopon8: ADCでソラリ積むのいいですよ
[4:14:30] Shijimi0013: シールドを配って見方を守るような.
[4:14:33] ペンタッキークアドラチキン: お金持ちだ
[4:14:42] hellominen: それでも！
[4:14:55] 坊屋春道は最高の男: 個人的にエズ好きですか？
[4:14:59] supermorinphen: jgでもソラリ積んでもいいですか？
[4:15:06] ノディー: 悩みますよね、だれの責任もとでソラリにするか
[4:15:21] ねぷハロ: ゼリはほぼベースダメージディーラーって感じでしたっけ
[4:15:52] Granolaaa_game: ストームとシブはシブからですか？
[4:15:58] shopon8: いるヨネー
[4:16:17] pnpsmile: ｗｗｗｗｗｗ
[4:16:32] moto_chang: 育ったカーサスやばすぎ
[4:16:32] umecha1128: 応援分でギリ耐えた
[4:16:34] チョコ0225: ゆたぽんのギアス効いたな
[4:16:40] supermorinphen: こんな時にソラリがあったら
[4:16:54] agekara_: やらかしあじーる？
[4:17:10] 入院栗饅頭: LoLとちょっと関係ないかもしれないですけど、晩飯に出てきたらテンションあがる料理なんですか？
[4:17:12] Granolaaa_game: ラカンにソラリ積んでもらおう
[4:17:15] ノディー: なんか、スワップした時にミッドのタワー折れてると悲しい気持ちになりませんか
[4:17:17] sakasakasakasakas: 今日のガレン動画おもしろかったです 明日からガレンOTPになります
[4:17:31] チョコ0225: ｗｗ
[4:17:32] umecha1128: レンズ大活躍してる
[4:17:37] Hino_rush4F: あ
[4:17:38] umecha1128: 誰？
[4:17:40] yousei_sunstar: いえいえ
[4:17:41] elshadd0llshekh1naga: 圧
[4:17:41] ナスくん: サブスクありがとうございます
[4:17:44] sheik822: まだ登録してねーや
[4:17:46] supermorinphen: サイオンとガレンの動画助かります
[4:17:49] schwantz3434: 友達に宣伝しときました
[4:17:50] チョコ0225: いっぱしのyoutuberが言えるやつやん
[4:17:51] 村長の嫁: 登録してきます
[4:17:58] Yodaka187: https://www.youtube.com/@yutapongo
[4:18:02] tridentatus: しゃべりかた変わっちまったな
[4:18:04] togakusii: サブスクしないけど、チャンネル登録と高評価は忘れません
[4:18:09] gggajettto110: やっぱYoutubeの視聴者の方が大事なんだ
[4:18:14] shopon8: 変わっちまったな
[4:18:14] ナスくん: リスナーここまで偶数ネタ言わなくて偉い
[4:18:22] TukimiJPN: 金を生むからな・・・
[4:18:26] ヴぃんと: 俺等よりツベのほうが大事だってよ
[4:18:30] mele_7393: adcの勉強しよーってYouTube見に行った人たちガレンとかサイオン出てきてビビってそう
[4:18:52] 嗚呼ﾏｼｿﾖ: 足枷が恋しいです
[4:19:02] ナスくん: 80/75/70s
[4:19:17] umecha1128: クールダウン：100/85/70秒 ⇒ 80/75/70秒
[4:19:18] ナスくん: 100/85/70秒 ⇒ 80/75/70秒
[4:19:25] supermorinphen: みじけーw
[4:19:29] FiloneJP: 久しぶりに見に来たけど前より画面が暗い？
[4:19:32] ktrbm: けっこうなバフではある
[4:19:37] ALO_555: 5G争奪戦
[4:19:58] こたつもち: 実験的へクスプレート積まないか？
[4:20:20] teitei110: ４
[4:20:20] umecha1128: いたすんぎ
[4:20:21] ナスくん: ADC楽しいな
[4:20:24] supermorinphen: OMG
[4:20:25] moto_chang: いまのでし
[4:20:28] Shijimi0013: しw
[4:20:28] 坊屋春道は最高の男: ゼロストさんってどうしてあんなにポンさんに偉そうなんですか？
[4:20:29] touuy530: これがLoL
[4:20:34] デボン海洋博物館: 一瞬で900溶けるんだ
[4:20:35] elshadd0llshekh1naga: でも今ので
[4:20:37] Siranui77: w
[4:20:37] fullmagic26: 偉そうｗ
[4:20:38] ナスくん: 偉大だしな
[4:20:45] togakusii: ﾃﾞﾚｼｼｼ
[4:20:45] supermorinphen: 偉そうだから
[4:20:48] sheik822: 偉大だから
[4:20:49] RnBLe21: 偉いから偉大なんだよね
[4:20:56] zinu184: ヘクス積みましょう
[4:20:58] elshadd0llshekh1naga: ｗ
[4:20:58] ALO_555: w
[4:20:58] hellominen: ｗｗｗｗ
[4:20:59] tanakataro139: ｗ
[4:20:59] ktrbm: 出たｗ
[4:21:00] Yodaka187: 弱そう
[4:21:00] tridentatus: ｗ
[4:21:01] sheik822: ｗ
[4:21:01] kiminari1: ごめ～んｗ
[4:21:04] supermorinphen: きたああああ
[4:21:10] hellominen: 死んだらディール出来ないですからね
[4:21:11] ナスくん: CC中は使えませんよ
[4:21:13] チョコ0225: あｗ
[4:21:14] pnpsmile: たまらず購入
[4:21:16] ktrbm: アッシュと違って許されないね
[4:21:16] elshadd0llshekh1naga: カーサスのせい
[4:21:16] mohuryun: ADC必需品だぁ
[4:21:16] Siranui77: 弱くてごめーんw
[4:21:19] MilanAxi: www
[4:21:19] llatte___: ジャックショーの方がつよい？
[4:21:21] 月城月: ちょうど買えるゴールドだったのが悪い
[4:21:25] haji_cafe: 特殊な訓練を受けてます
[4:21:29] Hino_rush4F: まぁまぁ、試合の結果で判断しましょう
[4:21:32] チョコ0225: これがyoutuberか
[4:21:34] ktrbm: ゼリじゃ防具の余裕ないよな
[4:21:35] FiloneJP: 2200とかお買い得すぎるだろ
[4:21:35] shot_taka: Youtube用バイきたな・・・
[4:21:39] welldoneman1: でもカーサス対策
[4:21:41] shidoromodorou: shidoromodorou subscribed with Prime. They've subscribed for 8 months! oja
[4:21:54] fullmagic26: hi youtube
[4:21:55] 霧子_: サムネにソラリの画像が乗るんやろなぁ
[4:22:14] supermorinphen: ソラリに取り憑かれた男ゆたぽん
[4:22:32] shopon8: 動画用にネタビルドとか変わっちまったわ
[4:22:38] touuy530: 見た感じ舐めプすぎる
[4:22:56] ktrbm: プロシーンでやったら炎上する？
[4:23:02] gyosan: シャコ銀行おいしい
[4:23:19] チョコ0225: ｗ
[4:23:19] ナスくん: ラカンのシノギ奪ってますよ
[4:23:21] gyosan: ﾏﾓﾚﾅｶｯﾀ…
[4:23:24] togakusii: アフェアシスト入ってないのか
[4:23:25] Yodaka187: 水増ししたゴールドでソラリ買ってる
[4:23:26] shopon8: ねえソラリいる？？
[4:23:29] supermorinphen: 守護れなかった…
[4:23:42] redninjakaz: いま使えないで いつ使うの
[4:23:54] 月城月: 今回はソラリの防いだダメージ見れそうですか？
[4:23:56] untiburyunhirude: 危機感持ったほうがいいよ
[4:24:29] molech_108: ん？
[4:24:29] maruppe49: ｗ
[4:24:30] RnBLe21: ｗ
[4:24:31] tanakataro139: うん
[4:24:32] Yodaka187: クールダウンですよ
[4:24:32] maisonligera: w
[4:24:33] Siranui77: w
[4:24:33] tnbchan2: まあまあ見てなさいって
[4:24:34] gyosan: 嘘は良くないですよ
[4:24:35] にゃおさんだよ: うん
[4:24:37] ナスくん: 今から使えますよ
[4:24:39] FiloneJP: なんか暗くね？
[4:24:39] Hino_rush4F: まだ買ったばっかりなんでね
[4:24:40] umecha1128: 使ってないならしゃーなしか
[4:24:41] ktrbm: ARMRで防いだダメージが重要だから
[4:24:41] mohuryun: なんでCDなんやろなぁ
[4:24:46] zinu184: ソラリ勝ってからCD長いっすね
[4:24:55] togakusii: 今さっき買ったからCDだったんですよね
[4:25:14] tnbchan2: うおおおおおおおお
[4:25:17] supermorinphen: おおおおおおお
[4:25:18] touuy530: うおおおおお
[4:25:19] チョコ0225: きたあああああああああああ
[4:25:19] ataaayaaaa: wwwwwww
[4:25:20] ナスくん: 集まったせいですごいことになってない？
[4:25:20] ktrbm: 役に立って草
[4:25:22] hellominen: うおおおおおおおおおおおおおおおお
[4:25:24] gyosan: ADCの鑑だ
[4:25:25] pero_e: ソラリきたあああああああ
[4:25:25] Shijimi0013: 満足ですか？
[4:25:26] zeusrizumu: ナイスソラリ
[4:25:26] RnBLe21: きたあああああああああああ
[4:25:26] pnpsmile: いくつ防いだ？ｗ
[4:25:26] gggajettto110: つえええええ
[4:25:28] mohuryun: うおおおお神ソラリー
[4:25:28] schwantz3434: yutaponKamiyure
[4:25:33] mitenaiyo3: ナイスシールド！！！
[4:25:33] tridentatus: ソラリ最強ソラリ最強
[4:25:39] supermorinphen: つええええええええ
[4:25:40] touuy530: ようやく…守護れた…
[4:25:42] task00: ソラリうおお
[4:25:42] Yodaka187: これソラリ分だ…
[4:25:42] moto222216: うおお
[4:25:42] ペンタッキークアドラチキン: こーれ次のメタです
[4:25:44] zeusrizumu: ソラリ最強ソラリ最強
[4:25:44] RnBLe21: 防いだダメージ
[4:25:44] チョコ0225: あっつｗ
[4:25:45] にゃおさんだよ: これがソラリの力なんだよね
[4:25:45] aayatsu: つええ
[4:25:46] pnpsmile: でっか
[4:25:47] RnBLe21: つっよ
[4:25:47] untiburyunhirude: つっよ
[4:25:47] sheik822: ソラリ無かったらみんな４んでた
[4:25:50] kiminari1: でっかｗ
[4:25:50] Hino_rush4F: やっぱソラリなんだよね
[4:25:50] supermorinphen: 守護れた！
[4:25:50] monzyara6: foooooooooooooooooooo!
[4:25:51] FiloneJP: 神
[4:25:53] gyosan: アジールとソラリどっちがMVPですか？
[4:25:53] ktrbm: これは神アイテム
[4:25:53] bird_0713: 集まってヨネウルトこわかった
[4:25:53] デボン海洋博物館: ほなソラリ最強か
[4:25:54] チョコ0225: ソラリやん
[4:25:56] tridentatus: でっかちゃん
[4:25:57] tnbchan2: MVPでは？
[4:25:58] schwantz3434: 正解だったのか
[4:25:59] ナスくん: え 金銭価値4400ゴールド？
[4:26:06] supermorinphen: ソラリ最強すぎる BibleThump
[4:26:07] umecha1128: ソラリ最強！ソラリ最強！ソラリ最強！
[4:26:08] スタガフェイド: 実際なかったら負けてた
[4:26:08] FiloneJP: 強いから全員積もうぜ
[4:26:08] zigyou: サポートが持ったらだめなのでしょうか
[4:26:09] octa03: 元取ったな
[4:26:10] Yodaka187: みんな集まれ！からのヨネult笑った
[4:26:12] ぎらり: 皆さんごめんなさいしてください
[4:26:14] チョコ0225: 最強！
[4:26:16] monzyara6: 足早いから絶対ソラレるじゃん
[4:26:19] チョコ0225: あ
[4:26:20] falken_hyper: お値段なんと？
[4:26:21] kouupu: 今のはなかったらちゃんと負けてそう
[4:26:22] にゃおさんだよ: あ
[4:26:22] umecha1128: ・・・
[4:26:24] kiminari1: ん？
[4:26:25] hellominen: あ・・・
[4:26:25] zeusrizumu: ん？
[4:26:26] elshadd0llshekh1naga: ・・・
[4:26:28] Hino_rush4F: サポートも持てばいいじゃんね
[4:26:29] supermorinphen: たくさん使えてお得じゃない？
[4:26:30] touuy530: サポートソラリは浅い
[4:26:31] デボン海洋博物館: サポートも持ったらもっと強い
[4:26:31] sheik822: 答えは沈黙
[4:26:32] mohuryun: あ。うん。
[4:26:32] RnBLe21: ん
[4:26:33] gorira12121212: 動画取れそうですか
[4:26:33] tgrcw: ﾁｸ
[4:26:33] redninjakaz: ｗ
[4:26:34] tridentatus: 沈黙は…
[4:26:34] ktrbm: このラカンみてみ？ つんでる？
[4:26:34] jad582: ADCも持つんだよ！
[4:26:34] tenenuni11: 答えは沈黙
[4:26:35] ナスくん: みんな使えばいいじゃん
[4:26:36] Shijimi0013: なんだァ？
[4:26:36] togakusii: ダメに決まってんじゃん、使いたいときに使えない
[4:26:40] mitenaiyo3: 全員持ったらGGじゃん
[4:26:40] Granolaaa_game: ＡＤＣはタンク
[4:26:42] shopon8: うるさいよ
[4:26:43] tnbchan2: サポがそんなにお金稼げるかって言ってんの！
[4:26:43] untiburyunhirude: サポートはお金ないんだからさぁ…
[4:26:53] ジャータカ: サポートくんお金なくて困ってるからね
[4:26:55] welldoneman1: あるよーｗ
[4:27:04] kapibara173: 他人に生殺与奪を握らせたくないんだよね
[4:27:06] welldoneman1: :(
[4:27:13] shopon8: ソラリCDだったから負けた
[4:27:15] tridentatus: 儚い夢だったのう…
[4:27:16] ナスくん: 金銭価値1000ぐらいか・・・
[4:27:17] hellominen: せめて1000か
[4:27:17] チョコ0225: トレードは勝ってる
[4:27:18] supermorinphen: うわー400かあ
[4:27:24] チョコ0225: ｗｗｗ
[4:27:25] Yodaka187: ｗ
[4:27:28] カワウソおじ: え
[4:27:28] ooooppppmmmm: w
[4:27:30] Siranui77: www
[4:27:32] zeusrizumu: 今更？
[4:27:32] lan1zu: ｗｗ
[4:27:34] MilanAxi: wwwww
[4:27:35] ぎらり: ソラリもう一個積めない？
[4:27:35] ペンタッキークアドラチキン: ソ、ラリ
[4:27:37] ナスくん: これクリティカルアイテムじゃないんですか？
[4:27:40] じゃっくだよ_: TFTのランダムアイテムもらう人みたい
[4:27:40] ktrbm: 負けたら動画化できなくて焦ってるでしょ
[4:27:42] fullmagic26: LUL
[4:27:44] tnbchan2: このビルド誰でしょうかクイズ
[4:27:57] 月城月: 途中で頭がおかしくなったアッシュサポ
[4:27:57] きてるぐま: adルブもどき
[4:28:08] gyosan: アジール一人でいいらしい
[4:28:08] にゃおさんだよ: ソラリがないからあぶないよ～
[4:28:09] welldoneman1: おれがきた
[4:28:11] わらび14: ソラリうおおお
[4:28:11] shopon8: we need ソラリ
[4:28:12] tridentatus: ソラリOTP
[4:28:12] カワウソおじ: このフェーズ長いな
[4:28:13] kouupu: ソラリがある安心感でみんな前に出れた
[4:28:16] schwantz3434: ソラリないときつそうだな
[4:28:22] glosbe_fkzn: ソラリ係
[4:28:57] supermorinphen: リデンプション係どこ〜？
[4:29:08] ノディー: ラストマウとか？
[4:29:18] touuy530: ？
[4:29:19] ktrbm: 無論 ペネ
[4:29:39] てっぱんやき: テルミヌスってゼリで弱い？
[4:29:40] shopon8: 味方〜ソラリするからあつまってくれないとさア
[4:29:43] tnbchan2: みんながソラリから離れちゃったら守れないじゃんねえ
[4:30:09] にゃおさんだよ: なんか固かった
[4:30:10] デボン海洋博物館: ソラリじゃなかったら溶けてそう
[4:30:12] tridentatus: 臨機応変ビルド
[4:30:13] umecha1128: 普通に正解だった
[4:30:20] monzyara6: ならマネしますね
[4:30:26] gyosan: ビルドの多様性の時代最高～
[4:30:31] gunmamk2: バフされてゼリ強いんですか？
[4:30:35] 月城月: ビルド一覧の見た目が悪いのが難点
[4:30:44] ktrbm: みんなソラリ積めばいいのに
[4:30:50] ナスくん: なんか結構ヘルスあるな
[4:31:03] きてるぐま: ソラリ足りてないか
[4:31:13] touuy530: シャコで1キル分ぐらいゴールドありそう
[4:31:22] ノディー: うまいねえ
[4:31:29] untiburyunhirude: うおおおおおお
[4:31:30] pnpsmile: 痛すぎる
[4:31:30] チョコ0225: 痛すぎるｗｗ
[4:31:30] tnbchan2: うおおお守ったああ
[4:31:33] デボン海洋博物館: ソラリあってその痛み
[4:31:36] カワウソおじ: ダメージえぐすぎ
[4:31:41] gunmamk2: ソラリのシールド貫通してダメージ食らってるｗ
[4:31:43] ktrbm: カーサス 終わってる
[4:31:45] ペンタッキークアドラチキン: リフトメーカー分が痛すぎる
[4:31:46] tridentatus: 防災ずきん
[4:31:47] shopon8: やはり盾と剣と刀持って最強に見える
[4:31:54] tnbchan2: 無かったら確定で負けてるって話
[4:32:42] ペンタッキークアドラチキン: うま
[4:32:50] ノディー: 生きてるって素晴らしい
[4:32:53] ナスくん: 今のフラッシュしてキルするかと思った
[4:33:02] ktrbm: オーバーヒールかえして
[4:33:11] gyosan: 殺意がすごい
[4:33:18] カワウソおじ: もう帰りたい
[4:33:18] sry_mybad_: 半分消えるｗ
[4:33:19] hellominen: 半分なくなるｗ
[4:33:19] destination_time: いたすぎ
[4:33:22] tridentatus: アジっさん…
[4:33:26] supermorinphen: TFADCなら飛んでソラリできたのに…
[4:33:27] Siranui77: 痛すぎンゴよぉ
[4:33:28] ktrbm: これ何もなかったら即死してない？
[4:33:30] Yodaka187: 1v1交換を良しとしている
[4:33:34] choco_neco: ゼリ今後、競技出るかな
[4:33:41] shopon8: フラッシュソラリを世界が待ってる
[4:33:55] Yodaka187: マウンテンソウルまで行ったら流石に勝ちか？
[4:34:07] ﾆｾ: こわい
[4:34:12] チョコ0225: 怒らないで；；
[4:34:13] tridentatus: どならないで…
[4:34:15] ktrbm: GG
[4:34:19] gggajettto110: びっくりした…
[4:34:20] axisayu: ひえ～
[4:34:28] supermorinphen: そらりつええええ
[4:34:29] hellominen: つえ～～～
[4:34:30] sry_mybad_: つっよい
[4:34:30] legitfroggy: うおおおソラリパワー
[4:34:30] にゃおさんだよ: ソラリを甘くみたな
[4:34:31] 黄色のモンキー: 火力やばすぎだろｗｗｗｗｗｗｗｗｗ
[4:34:39] tridentatus: うめうめ～
[4:34:49] hellominen: GG
[4:34:50] gggajettto110: w
[4:34:52] ナスくん: ソラリみせて
[4:34:52] Siranui77: マナを復活させるなー
[4:34:53] touuy530: うめー
[4:34:56] ktrbm: 動画化されちゃった
[4:34:59] tachibana_na: アフェどこ？
[4:35:00] ペンタッキークアドラチキン: これはソラリパワー
[4:35:00] sakasakasakasakas: gg
[4:35:03] tridentatus: GG 動画待ってます
[4:35:04] supermorinphen: ソラリつええええええええ
[4:35:04] FiloneJP: GG
[4:35:04] moto_chang: さいごつよ
[4:35:05] てっぱんやき: GG
[4:35:05] tricktrack8784: adcのゆたぽんさんこんばんは
[4:35:06] チョコ0225: ソラリキャリー
[4:35:07] gyosan: ADC動画がでちゃうよー
[4:35:08] mohuryun: ソラリopでgg
[4:35:08] ヒデヤン: あっつ～
[4:35:11] midmile_: GG
[4:35:12] aueio333: 今度からソラリ積み増す
[4:35:13] tnbchan2: これにはビルド警察もニッコリ
[4:35:13] jad582: 今度からカーサスきたらソラリ買お
[4:35:13] ぎらり: これ動画化か
[4:35:13] aayatsu: 動画いけるか
[4:35:13] hellominen: Hello youtube
[4:35:15] kouupu: ソラリ強くて勝ち
[4:35:16] Granolaaa_game: 削減ダメみして
[4:35:16] カワウソおじ: 真面目な回
[4:35:21] zakuro_03: 動画行けるな
[4:35:23] 豚太: サイオンとガレン以外もプレイするんですね
[4:35:25] lan1zu: ソラリ勝ち
[4:35:26] moto222216: これはjp no 1
[4:35:27] supermorinphen: 今度からadcはみんなソラリ積みます
[4:35:27] togakusii: この動画のサムネがどうなるか気になるね
[4:35:29] MilanAxi: 深すぎるか..
[4:35:29] shopon8: みんなソラリ積み始めたらどうするんだよ！！
[4:35:29] ドラコイ: これにはEviさんもニッコリ
[4:35:30] nappayokerooo: カーサス対面には本当に合う
[4:35:32] にゃおさんだよ: リプレイでみるしかないかな
[4:35:32] Yodaka187: in gameじゃないと無理そう
[4:35:34] ちょっと頑張った青木: リプレイか
[4:35:38] FiloneJP: 試合終わると無理 リプレイで終わる寸前見るとかならいける
[4:35:39] ktrbm: ダメージはギブ
[4:35:41] ナスくん: 赤トリンケット多いな
[4:35:42] スタガフェイド: 今のゼリの正解のビルドはこれです
[4:35:43] kakinotane1111: yutaponチャンネル初のadc動画これか？
[4:35:45] gyosan: なんか１でかいな
[4:35:46] S_U_Z_U_M_E_G_A: リプレイ開けば行けるけど…
[4:35:46] ノディー: ラカン結局サポートアイテム買ってなくない？
[4:35:49] elshadd0llshekh1naga: あ
[4:35:50] ねぷハロ: 防いだシールド量みたいなで見れないのかな
