[0:00:17] mci_foden: にょっす
[2:16:03] けろる: ストストと勘違いしてたのか
[2:16:07] haineko1234: おもろいからチャットファイトしてくれ
[2:16:23] fuyukun_gat: 無理だろwww
[2:16:26] chikin3537: w
[2:16:29] sio_choco: それは一生言われる
[2:16:29] takahashi_png: kenkiMimidare
[2:16:30] ぺろキャン: なんでも他人のせいw
[2:16:31] びしょーーじょ: ガンクは刺さるほうが悪いんだよね
[2:16:32] けろる: ガンク回避してくれー
[2:16:33] 仲根にど: それはそう
[2:16:35] inarikkk: jgのせいは全レート共通の可能性が
[2:16:41] らはぶ: 生産者に言ってくれ
[2:16:47] shiba7799: けんきさんジャングルむいてる
[2:16:48] でぃーじーさん: くそ面白いｗ
[2:16:48] unlucky0314: なぜガンクが刺さるのか？ワード刺してないだけやろってな
[2:16:51] 森ペペ: それどのレートでも同じだよ
[2:16:52] Jamesthemesser: 闇にそまってきたね
[2:16:54] ankomoti8108: 無知なら許してやらないか？
[2:16:58] tankbba146: ブライアーのultは正直しょうがないけどな
[2:16:58] 仲根にど: 何が悪いか分かってないからアイアンなんだよね
[2:17:01] はまオジ: プッシュ出来ない、ワードがないからガンクされまくるレーナーのせい
[2:17:01] ほーききき: ブロンズおめでとうございます
[2:17:04] fuyukun_gat: ジャングルはガンクする役割だもんね
[2:17:12] dousiyoumo9: 避けろ 気合で
[2:17:13] tanpinmori: supとjgはストレスのはけ口にされるから
[2:17:17] インセクター羽賀研二: ワード刺してもマップ見てないやつもいるから
[2:17:22] issaigassai: 避けようとして当たるのはしょうがないけど
[2:17:26] yabayaba_5015: 俺がガンク食らうのはしょうがないだろ！なんとかしろよ！
[2:17:27] 仲根にど: なんか知らんけどなぜかブライアー育ってるぞ！jgしっかりしろ！
[2:17:27] hamnett13: ブライアーのガンク刺さるなら何でも刺さる定期
[2:17:30] inarikkk: ｂ
[2:17:30] chikin3537: w
[2:17:31] 塩辛いカラスミ: www
[2:17:32] ぺろキャン: kenkiGood kenkiGood kenkiGood
[2:17:32] fuyukun_gat: うぇｗｗｗｗ
[2:17:34] takahashi_png: kenkiGood kenkiGood kenkiGood
[2:17:34] みわ5: b
[2:17:34] びしょーーじょ: kenkiGood
[2:17:38] でぃーじーさん: ｂ
[2:17:38] ねいとくん: jgはサンドバッグ
[2:17:42] ぴょんす713: kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood
[2:17:43] 2期: kenkiGood kenkiGood kenkiGood
[2:17:44] unlucky0314: kenkiFurifurii kenkiFurifurii kenkiFurifurii
[2:17:47] 2期: kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood
[2:17:49] konishiyukinaga1558: アイアン界隈仲いいのか悪いのか
[2:17:49] みわ5: kenkiGood kenkiGood kenkiGood
[2:17:50] AyamuneEri: まぁアイアンでレーン戦いい勝負してる時点でやもんな
[2:17:51] 2期: kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood kenkiGood
[2:17:51] タカヒロ君: その心がないとJGできん
[2:17:53] ホワイトらいおん: kenkiFurifurii kenkiFurifurii kenkiFurifurii
[2:17:53] takoyaking0531: 謝んないのは大事
[2:17:54] fuyukun_gat: こっちにはコーチいるもんな
[2:17:55] haineko1234: ちがうちがう相手のブライアーはガンク来るのにこっちのJGは全然来ないの煽りを短縮してるんやでｗ
[2:18:00] けろる: 敵jgの位置ピンしてるのにプッシュしてガンクされる人もいるしな
[2:18:04] inarikkk: 謝らないはJG適正◎
[2:18:07] はまオジ: どっちにしろ煽るな
[2:18:09] dio10111: トップジリアンw
[2:18:10] tankbba146: スタンミになりたい
[2:18:27] takahashi_png: kenkiGood
[2:18:31] びしょーーじょ: ww
[2:18:32] ホワイトらいおん: プンスカしてるんですね
[2:18:33] かんたむ: ヘラルドドラグ終わったあとすぐに最寄りレーンガンクされるとため息でる
[2:18:35] unlucky0314: でも対面JGと相性悪いピックだったりすると助けに行きにくい
[2:18:37] 仲根にど: こっちは本気で煽りDM送りたいと思ってやってるんだよ
[2:18:39] 塩辛いカラスミ: JGは謝るような性格の人は出来ないって聞いたけどガチっぽいな
[2:18:39] takoyaking0531: サポに怒ってるんじゃないの？
[2:18:39] AyamuneEri: ブライアーはそりゃ序盤からガンクするキャラなんだからジャックスより多いに決まってるだろ
[2:18:40] tankbba146: ジャングルプルレーンガンクしろ、ならわかる
[2:18:41] Jamesthemesser: 生理なのかも
[2:18:41] みわ5: 育ててるのはレーナー
[2:18:48] tanpinmori: レーンでガンク食らってる奴って相手は来るのにうちのjgはガンク来ないって怒るよな
[2:18:49] fuyukun_gat: アイアンのやつに限ってトッププレイヤーのサポートとかJGの動きをしてくれると思い込んでるよねwww
[2:18:51] dousiyoumo9: 無限にウルト当たってブライアー勝手に育つはよくあってこまる
[2:18:54] KuroganeHey: 心のメンテガンクおすすめします。ガンクの回数で文句言われます。
[2:19:01] しゅごいよ: 座学と知識が不足しているのか
[2:19:01] koutya_oisi: けんき最初に始めた時はジャングルだけど謝るみたいな話してたのにけんきも謝らなくなったのか
[2:19:04] edimaruru: じゃあ、かるびむき
[2:19:15] haineko1234: アイアンは煽りだけうまくなるからしょうがないｗ
[2:19:15] chikin3537: w
[2:19:16] takahashi_png: 草
[2:19:18] みわ5: ｗｗｗ
[2:19:18] けろる: アイアンコミュニティw
[2:19:20] issaigassai: 所詮アイアンなのに
[2:19:20] びしょーーじょ: wwwwww
[2:19:21] nego962: 草
[2:19:22] 塩辛いカラスミ: www
[2:19:24] fuyukun_gat: 誰もがトッププレイヤーの動きできるわけ無いwww
[2:19:25] らあすと: www
[2:19:25] 毛玉ナックル: ww
[2:19:25] dio10111: wwwwww
[2:19:27] ててて데데데: リプ流れてくるたまに
[2:19:27] chikin3537: wwwww
[2:19:27] はまオジ: 本日のけんきさん
[2:19:27] noyunn: ｗｗｗｗ
[2:19:27] yabayaba_5015: ボジョレー
[2:19:30] AyamuneEri: 上位レートの人たちって仲間の心を支えるためにガンクしてるって聞いたことある
[2:19:32] みわ5: けんき☆☆☆☆☆
[2:19:33] nego962: アイアンソムリエ
[2:19:35] でぃーじーさん: 今日のわんこみたいなｗｗｗ
[2:19:41] 仲根にど: けんきソムリエ
[2:19:41] リコペン: アイアン村本当に狭いな笑
[2:19:44] issaigassai: 10年に一度のアイアン
[2:19:45] mell_script: JGで謝ってたらすり減るで
[2:19:45] あにまて: SSRけんき
[2:19:54] noyunn: ワンチームだからな
[2:19:57] ててて데데데: 画面
[2:19:58] haineko1234: けんきはアイアン？
[2:20:00] unlucky0314: 今のMIDアーリどうなん
[2:20:00] かにまぐろ: 30レベルなってからすぐにランク潜ってすみません
[2:20:01] ESL_OR4NNGE: ワーウィックトップフィドルジャングルじゃね？
[2:20:08] eno_moto_: アイアンで対面してるのにキレてお気持ち飛ばすやつほんま…
[2:20:10] mm_kos: 重症
[2:20:10] ぺろキャン: 待つよ
[2:20:18] ててて데데데: ありがとう
[2:20:21] ESL_OR4NNGE: ちがうのか
[2:20:23] ginji0222: アイアンから見た景色、か
[2:20:24] fuyukun_gat: 誰かコーチングしてくれる人いないかな
[2:20:26] はまオジ: このタイマーってランク限定？
[2:20:27] unlucky0314: マップ隠せてないよ
[2:20:29] かんたむ: このフェーズでレーンにレーナーいると負けてもしょうがないとおもう
[2:20:31] ボン太郎: そう
[2:20:34] ぺろキャン: いえす
[2:20:39] cooshabi: ジリアンtopまじか
[2:20:43] ボン太郎: TOPジリアンかｗ
[2:20:43] gahaha_5142: サポフィドル？
[2:20:46] tankbba146: まあ無理じゃないけど
[2:20:47] かにまぐろ: コメント出てない？
[2:20:52] かにまぐろ: wwww
[2:20:55] shiba7799: 聞いたことはない
[2:20:55] 毛玉ナックル: まれにわくほぼトロール
[2:20:55] まぐろさん_: アイアンにいけるいけないの概念はない
[2:20:56] びしょーーじょ: マッチアップによるが…
[2:20:58] dousiyoumo9: ザリガニマンだったらいける
[2:21:02] はまオジ: アイアンなので
[2:21:03] tankbba146: 勝つことも負けることもない
[2:21:04] ボン太郎: 稀にしかみない
[2:21:05] かんたむ: もう楽しそう
[2:21:05] yabayaba_5015: アイアンのTOPをわからん殺しする常連な感じある
[2:21:11] hatatv: ドレイブンが生きてれば勝てる構成
[2:21:17] noyunn: ｗｗｗ
[2:21:18] tankbba146: まあ基本そうね
[2:21:20] あにまて: うまければ完封できる
[2:21:24] リコペン: 得意なチャンプならいけるのかな
[2:21:25] issaigassai: たまーにOTPの上手い人がいる
[2:21:26] chikin3537: 実際そう
[2:21:26] なのつん: メタが一番
[2:21:27] cooshabi: ユーミ以外ならこのゲーム行けなくはないって言っちゃう
[2:21:28] かにまぐろ: わけわからんごろしはあるかも
[2:21:32] ぺろキャン: ドレイブンに破壊してもらおう
[2:21:34] t2ba8a: シージでアッシュ凸する奴な
[2:21:34] ててて데데데: がんく合わせやすそう
[2:21:38] ボン太郎: レベルまでは火力出るか、ジリアン？
[2:21:39] gekogeko123: フィドルサポか
[2:21:40] 徳川: アイアンではセオリーで
[2:21:41] shutaruto: 使えないやつより使えるチャンプの方がいいかもしれない
[2:21:44] unlucky0314: MIDとBOTを育てれば
[2:21:56] tankbba146: ボットガンククッソささる編成だから
[2:21:58] ホワイトらいおん: 一旦まずいか
[2:22:01] はまオジ: ラプトル食ったらいくか
[2:22:08] びしょーーじょ: botのピックは1キル入れば破壊できる可能性ある
[2:22:10] cooshabi: ドレイブンでゲーム終わらせよう
[2:22:12] ボン太郎: BOTはブリッツがタワー下引っ張れればかもれるが
[2:22:13] あにまて: いいね
[2:22:21] かにまぐろ: 一応行けるね
[2:22:25] tankbba146: アイアンのブリッツにそんなことはできない
[2:22:26] fuyukun_gat: BOTやばそうだなｗｗｗｗ
[2:22:32] unlucky0314: そこのトライブッシュにステルスワードあるかも
[2:22:39] 毛玉ナックル: no アシ
[2:22:39] cooshabi: ドレイブンえらいぞ
[2:22:42] gekogeko123: アシストなしかよ
[2:22:49] tankbba146: ドレイブンうまいかも
[2:22:49] あにまて: 勇気を与えたからワース
[2:22:52] びしょーーじょ: まあ勇気与えたから
[2:22:58] chikin3537: ドレイブンのキルバカでかいですこれ
[2:22:59] seeeeeea: おじゃコレ昇格戦？
[2:23:02] dousiyoumo9: りーぐおぶどれいゔ～ん
[2:23:02] 毛玉ナックル: このマッチアップこっち勝ってないとおかしい
[2:23:04] tankbba146: いや敵を下がらせたのがワース
[2:23:10] dio10111: ジャングル盗みにきてるぞ
[2:23:13] haineko1234: んーアーリもキャラパワー的にキャリー出来るか不安だからドレイブンが希望か？
[2:23:14] ginji0222: まけても11交換だしね
[2:23:16] ぺろキャン: トップ頑張ってたな
[2:23:16] ホワイトらいおん: メンタルケア
[2:23:17] はまオジ: TOPすててMidケアするか
[2:23:21] リコペン: このJG優秀そうなだなって思ってもらえるの大事
[2:23:23] アロエごはん: ジリアンいがいとヘルス減ってないな
[2:23:26] はまオジ: 嘘松
[2:23:29] fuyukun_gat: BOTこのままドレイブンに任せれば
[2:23:32] tankbba146: まあ普通なら来てる
[2:23:32] unlucky0314: アイアン帯のJGがカウンターJGなんてするわけないだろ
[2:23:43] dousiyoumo9: アイアンにセオリーなんてあるわけないだろ
[2:23:43] びしょーーじょ: アイアンはjgがbotに居るの分かってもカウンターに来ない
[2:23:43] かにまぐろ: 敵jg  wwww
[2:23:44] 2期: エアプ嘘松童貞ニキビ
[2:23:51] ESL_OR4NNGE: まぁふつうならこのブッシュにワーウィックいるねｗ
[2:23:52] mell_script: 相手もbotスタートだから
[2:23:52] tankbba146: 本来なら取られてた
[2:24:03] ボン太郎: TOP相手ヨネかｗ
[2:24:21] nihonzin6590: 髪の毛良くなったな
[2:24:22] びしょーーじょ: おしい
[2:24:24] あにまて: おしい
[2:24:25] chikin3537: nt
[2:24:27] tankbba146: まあフラッシュ切ったからワースだぞ
[2:24:28] dio10111: Q遅かったな
[2:24:28] gekogeko123: スタンはいらんかったなあ
[2:24:29] takoyaking0531: スキル外すのやめてね BloodTrail
[2:24:29] cooshabi: 即Qだったぁ
[2:24:29] fuyukun_gat: NT
[2:24:31] ほーききき: さすがに敵も強くなってきたか
[2:24:34] ホワイトらいおん: nt
[2:24:39] 2期: 失敗した失敗した失敗した失敗
[2:24:40] shibamaru3: BloodTrail
[2:24:45] unlucky0314: シーンから買えてえらい
[2:24:47] ralf_i: 命を救った
[2:24:52] tankbba146: ブリッツQまじで当たってねえな
[2:24:57] takoyaking0531: ？
[2:25:00] cooshabi: 歩きで近寄るのはえらい
[2:25:02] issaigassai: 学んだからワース
[2:25:04] ボン太郎: ちなみに杖回すの途中で同じボタン押すとやめれるはずなので、待たないでもよいかも
[2:25:05] chikin3537: ナイストライなんだよね
[2:25:08] cooshabi: ブリンク見たらブリンクだ
[2:25:10] dousiyoumo9: 次決めればいい
[2:25:12] かにまぐろ: ブリッツがタワーまで引き込めればワース
[2:25:16] fuyukun_gat: 経験できたからワース
[2:25:17] nihonzin6590: ジャックス使ってどんくらい？
[2:25:28] dousiyoumo9: あれワード
[2:25:29] 仲根にど: 高みに上り詰めた男の言葉は心にしみる
[2:25:31] tankbba146: いやパッシブワード
[2:25:34] ESL_OR4NNGE: いまのはフィドルのパッシブ
[2:25:35] cooshabi: フィドルのワード
[2:25:37] 毛玉ナックル: あれあいつだけが置けるワード
[2:25:52] tankbba146: けんき赤トリンケットにしたほうがいいよ
[2:26:05] yamahiwithgorira: 場所わかったらはてなピンあげよ
[2:26:05] kamuma: フィドルはレベル6からが本番
[2:26:06] chikin3537: めっちゃフルクリアしてるっぽいね
[2:26:07] tankbba146: あージャックスだからワードのほうがいいのか
[2:26:12] dio10111: ジャックスはずっと黄色トリ
[2:26:27] seeeeeea: ワードジャンプか
[2:26:30] UB_jp: フィドル相手だしワード壊すより司会取った方がいい
[2:26:33] takoyaking0531: ワードジャンプできんの？
[2:26:33] ボン太郎: ジャックスは移動に使うからワード欲しい
[2:26:42] アロエごはん: あとどのくらいでブロンズですか？
[2:26:44] tankbba146: だから今jgジャックス少ないのか
[2:26:47] unlucky0314: でもけんきコントロールワードあんまり置かないじゃん
[2:26:49] nihonzin6590: ミニオンにもできるしね
[2:27:14] びしょーーじょ: ピンクワード買え!!!
[2:27:14] ててて데데데: ジャンプし放題か
[2:27:18] tankbba146: ブリッツまじで一回もＱ当たってないんじゃないかこれ
[2:27:20] ankomoti8108: やはり座学大事か
[2:27:28] yamahiwithgorira: ドラゴンピン
[2:27:29] tankbba146: お
[2:27:30] UB_jp: フィドルはしかいないとこからのスキルにすべてフィアーが付く
[2:27:31] tankbba146: 当たったか
[2:27:33] かにまぐろ: ブライアー捨てたけんきは応援しにくい
[2:27:46] 0130_ally_yasuo: 今日のけんきのワードジャンプ中々良かったな。その試合は俺がキャリーしてやったんだけどｗ
[2:27:55] びしょーーじょ: それニセモン
[2:27:56] chikin3537: w
[2:27:56] tankbba146: 慣れてｗ
[2:27:57] dousiyoumo9: ｗｗｗｗ
[2:27:58] tanpinmori: ｗｗｗ
[2:27:59] noyunn: ｗｗｗ
[2:28:00] takoyaking0531: 倒されてるけどw
[2:28:00] アロエごはん: ドレイブンうまいな
[2:28:01] chikin3537: ドラうまうま
[2:28:01] ぺろキャン: www
[2:28:03] ボン太郎: フィドルの偽物ワード
[2:28:03] seeeeeea: リーグオブドレイブン始まった
[2:28:05] シガツ: 今日も頑張ってんねぇ！
[2:28:13] shutaruto: アイアンに刺さるワード
[2:28:21] びしょーーじょ: そうそう
[2:28:22] unlucky0314: なんだかんだTOPジリアン今のところ死んでないな
[2:28:23] あにまて: フィドルのワードはランダムな動きをします
[2:28:25] dhdhdhdbzbzb: フィドルは黄色の代わり
[2:28:26] gekogeko123: lv6からかな
[2:28:30] tankbba146: ワードとしての役割しかないけど見つかると消える
[2:28:31] 毛玉ナックル: コントロールワード
[2:28:36] ててて데데데: そいつウルトのふりとかフラッシュとかするから気をつけてね
[2:28:42] kryjpn: ランク上がりましたか？
[2:28:43] yamahiwithgorira: bot jgピン
[2:28:45] dousiyoumo9: 狼くん？
[2:28:48] takoyaking0531: ん？
[2:28:49] sharryphase: こんけんき
[2:28:52] ぺろキャン: BibleThump BibleThump BibleThump
[2:28:54] かにまぐろ: どれいぶんが大暴れ
[2:28:54] dousiyoumo9: 負けるんだ
[2:28:55] シガツ: PopNemo
[2:28:56] unimongg: フィドルが棒立ちしてる時と同じ形してる
[2:28:58] tankbba146: ultステータス上昇だから最初に使っていいよ
[2:29:00] みわ5: アイアン1 0LP
[2:29:00] chikin3537: nt
[2:29:02] ボノボ係長: WWはタイマン大変強く
[2:29:04] アロエごはん: WWは序盤強いからな
[2:29:05] びしょーーじょ: そいつ重症ないと1v1つらいよ
[2:29:06] yamahiwithgorira: bot呼ぼ
[2:29:08] kurage_jpn: おじゃ
[2:29:09] dio10111: 早めにRと殴り合ってからEが良かったな
[2:29:11] あにまて: nt
[2:29:11] sio_choco: いやワーウィックはタイマン強い
[2:29:11] human0999999: 犬はタイマン最強だから
[2:29:12] ぺろキャン: タイマンはキツいよ
[2:29:13] はまオジ: 鬼サスティーン
[2:29:14] restart129: かわいい
[2:29:27] haineko1234: まずキャラ覚えよう
[2:29:27] dio10111: ジャックスなら勝てるよ
[2:29:34] ぺろキャン: 正直勝ててた
[2:29:37] tankbba146: ultにE合わせればノーダメやね
[2:29:37] nikyo12: 育てば勝てるけど6ではきつい
[2:29:38] sio_choco: スタン最初に使うときつい
[2:29:40] つきしたさん: ジャックスのEはWWのQとULT無効出来るんで勝てます
[2:29:41] human0999999: ちょいきついと思う
[2:29:42] kakkkkkkajka: 相手バフ二つ持ってたしな
[2:29:42] くろーずど: わーリックのHPが半分をきってからジャックスのEがあれば勝てる
[2:29:44] tUfUuUuUuU: 全然無理
[2:29:50] issaigassai: 上手い事やればワンチャンくらい
[2:29:56] kurage_jpn: 今金剣ってどうなの？あり？
[2:29:57] ててて데데데: 相手もEなかったから同じ条件だときつそう
[2:30:03] ボノボ係長: ｗ
[2:30:04] dio10111: wwww
[2:30:04] chikin3537: w
[2:30:04] noyunn: ｗｗｗ
[2:30:05] haineko1234: おこんなっつ
[2:30:06] インセクター羽賀研二: 体力減ってからAS上がるから体力減ってからEならいける
[2:30:06] takahashi_png: 草
[2:30:07] kinokoyaki: ｗｗｗ
[2:30:08] あにまて: wwwwww
[2:30:15] yamahiwithgorira: 普通にbot組呼ぼうさっきの
[2:30:18] ぺろキャン: ほな次は勝つべ
[2:30:19] nikyo12: 後半ならEなしでも勝てる
[2:30:20] tankbba146: いやHP差あったから最初にult使ってたら勝ってたよ
[2:30:21] unlucky0314: 無理は嘘つきって言葉もある
[2:30:22] dousiyoumo9: でもあいつどうせ腐るし...
[2:30:23] かにまぐろ: w
[2:30:26] はまオジ: フルクリアしてからガンクしてレーン有利作ろう
[2:30:27] のっと__: 成長タイム
[2:30:55] くろーずど: わーリックのHPが減ってからEが出れば６以降は勝てる ５以下は割とムリ
[2:31:18] haineko1234: いいね
[2:31:21] tankbba146: サステイン強いなまじで
[2:31:21] mm_kos: これは美味しい
[2:31:22] くろーずど: あいつなんだ！？
[2:31:23] issaigassai: ラッキーｗ
[2:31:24] けろる: パチンコオブジェクトしてるな
[2:31:26] noyunn: リーシュしてくれたみたい
[2:31:27] ててて데데데: 何してんだろうね
[2:31:27] びしょーーじょ: なめとんなあ
[2:31:27] dousiyoumo9: 第二のジャングルいた
[2:31:28] ankomoti8108: ワードじゃないのか今の
[2:31:30] yamahiwithgorira: ないすアーリ
[2:31:30] アロエごはん: 泥棒は逮捕です
[2:31:35] takoyaking0531: アイアン楽しそうだな
[2:31:35] かにまぐろ: ？？？
[2:31:35] raisupan555: 老人が徘徊してた
[2:31:36] shiba7799: 犬が追ってくるぞ
[2:31:41] のっと__: かしこい
[2:31:43] tankbba146: フィドルなら普通にいけるから
[2:31:47] dio10111: 重傷積むのは他の味方でいい
[2:31:48] かにまぐろ: なんであいつがやってんだ？
[2:31:51] sonefia: 生気を吸える
[2:31:52] human0999999: カニのリーシュは珍しいな
[2:31:54] nikyo12: グラブどうしてもとりたかったんやろ
[2:31:55] haineko1234: あのタイミングはどうなんだよｗ
[2:32:05] chikin3537: bot負けすぎてやること無くなったから逃げちゃったね
[2:32:05] tankbba146: 味方が重傷積む前提でいると負けるぞ
[2:32:07] seeeeeea: コレ昇格戦？
[2:32:08] funa_funa_funa: 昇格戦ですか？
[2:32:08] tanpinmori: どうせ味方重傷つまないぞ
[2:32:08] kakkkkkkajka: アイアンが自分から重症積むやつおらん
[2:32:14] くろーずど: 定期的に巡回はするからねぇ
[2:32:28] kurage_jpn: 重症積んでほしかったらチャットしろ
[2:32:29] かんたむ: 全部自分がなぎ倒す覚悟がいるんだよ
[2:32:29] らあすと: アイアン解像度をあげていけ
[2:32:30] カニカマン: 信じられるのはおのれのみ
[2:32:38] nikyo12: まあ見つかったら普通下がるけど
[2:32:38] アロエごはん: ボットからこの試合破壊できそう
[2:32:40] dio10111: ジャックスの重傷アイテム微妙だけどな
[2:32:43] tankbba146: ゴールドでも重傷積むのくっそ遅いとかあるぞ
[2:32:46] インセクター羽賀研二: そうですね
[2:32:47] dousiyoumo9: 忘却のオーブ-購入不可
[2:32:48] 昆布畑: アイアンに高度なプレイを求めてはダメ
[2:32:54] びしょーーじょ: ww
[2:32:54] ぶたすけ: ｗｗｗｗｗｗｗｗｗ
[2:32:55] noyunn: ｗｗ
[2:32:56] chikin3537: w
[2:32:57] ててて데데데: www
[2:32:58] unlucky0314: アーリに欲情するけんき
[2:33:01] ぺろキャン: ちゅっちゅしたぁーい
[2:33:03] けろる: 道端で踊るな！
[2:33:05] はまオジ: アーリちゅっちゅ
[2:33:05] びしょーーじょ: アーリもっと痩せて!!
[2:33:07] かにまぐろ: WW WW
[2:33:07] ぶたすけ: 求愛ダンス
[2:33:07] haineko1234: チャットミュートしてるから無理だよ
[2:33:09] tankbba146: ミニオンとかチャンピオンに引っかかるの良くある
[2:33:10] みわ5: ちゅっちゅ
[2:33:10] リコペン: アーリにお触りやめてね
[2:33:24] zerosum401: アイアン抜けるのめっちゃ早いですね
[2:33:27] kurage_jpn: 積むならアーリが積むのが丸い？
[2:33:27] zunda11111: アーリはムチムチしてるほうがいい
[2:33:28] かにまぐろ: えっど
[2:33:30] はまオジ: アーリにオサワーリするジャックス
[2:33:31] unimongg: けんきさん前髪かわいいですね
[2:33:44] dio10111: 積むならアーリかジリアンやろなあ
[2:33:52] ankomoti8108: そっか髪型切ったから
[2:33:56] nikyo12: ドレイヴンが育ってる感じか
[2:33:56] ボノボ係長: カット純最強
[2:34:06] かにまぐろ: なんか若返ってんな
[2:34:06] nikyo12: 前髪あげてみてください
[2:34:14] chikin3537: w
[2:34:14] のっと__: レーンでCSとれないからな
[2:34:16] sonefia: 確定でもらえるからね
[2:34:17] haineko1234: まじかよ
[2:34:24] みわ5: キャリー義務がある
[2:34:24] けろる: なんのためにレーンにいるんだw
[2:34:26] なのつん: ウッ
[2:34:34] kurage_jpn: 普通逆なのに…w
[2:34:36] tankbba146: ドレイブン有能で笑う
[2:34:38] ぺろキャン: 大体csどんなもんなん？？
[2:34:47] chikin3537: w
[2:34:53] haineko1234: なるほどねｗ
[2:35:03] AyamuneEri: あいつわしより強いんじゃね？
[2:35:03] インセクター羽賀研二: エクスキューショナーだけ買って最後に進化させてもいいですよ
[2:35:05] ぴょんす713: ネテロケンキ
[2:35:07] sonefia: ソロレーナーの強さを知る
[2:35:17] takoyaking0531: つまりレーナーはミニオン食べてジャングルも狩ればいいってこと？！
[2:35:18] 仲根にど: 逆異世界転生
[2:35:23] fuyukun_gat: ｗｗｗ
[2:35:25] けろる: ブリッツはロームするもん
[2:35:26] びしょーーじょ: D様が強すぎて
[2:35:28] chikin3537: bot勝ちすぎて下一人でも勝てるようになっちゃった
[2:35:29] カニカマン: さぽろーむっていう
[2:35:29] かにまぐろ: wwww
[2:35:30] 昆布畑: これぞアイアン
[2:35:31] haineko1234: ロームじゃないん？
[2:35:34] tankbba146: ドレイブン強いから1人でいいやって感じでロームしてるんだ
[2:35:35] kurage_jpn: ブリッツはミッド行ってなんぼ
[2:35:36] 阿修羅覇王拳: もうドレイブンを止められない
[2:35:38] raisupan555: 育児放棄や
[2:35:40] dio10111: wwwwww
[2:35:43] びしょーーじょ: ロームてか居座り
[2:35:43] mm_kos: いらないからでしょ
[2:35:46] フレミングの猫: 1人で大丈夫だから
[2:35:47] noyunn: ｗｗｗｗｗ
[2:35:49] ぺろキャン: まぁドレイブンが強いからいいよ
[2:35:50] 鮭鍋: 考えたな
[2:35:53] sonefia: ドレイヴンは1人でいいらしい
[2:35:55] おののくす173: ADCで分間8CS取れない奴はADCをしてはいけないやつだ
[2:35:56] 塩辛いカラスミ: もう1人でもやって行けるようになったからや
[2:35:58] yabayaba_5015: 普通に経験値吸われて鬱陶しいなｗ
[2:35:58] rntyry: BOTが勝てるならほかのレーン片瀬にいく
[2:36:01] kurage_jpn: 一人で食えたら経験値美味しいからね
[2:36:04] カニカマン: 相手のサポがどこにいるかわからんからうろうろしてそう
[2:36:04] dango_ak: ネグレクトやん
[2:36:04] fuyukun_gat: ブリッツ多分BOTでの仕事なくなってクビになったからじゃない？
[2:36:06] karaas7: ミッドの経験値すいたい気分かも
[2:36:07] dio10111: 普通に迷惑w
[2:36:09] うぉんちゃん: フィドルがｗｗと一緒に動いてるんやろな
[2:36:09] フレミングの猫: ある
[2:36:11] kamuma: ある
[2:36:13] unimongg: 味方批判やめませんか？
[2:36:14] 緋蜂: あるよ
[2:36:15] tankbba146: ADCが糞強くなったらある
[2:36:15] ぺろキャン: 普通にあるよ
[2:36:16] びしょーーじょ: midの経験値は減るんだよね
[2:36:16] mm_kos: 自立したらいいよ
[2:36:19] issaigassai: 普通にある
[2:36:21] haineko1234: ドレイブン育てたいけど大丈夫か？
[2:36:22] おののくす173: もうリーグオブドレイブンは始まってる
[2:36:25] インセクター羽賀研二: ブリンク持ちなら離れます
[2:36:29] ボン太郎: あるけど、アーリの経験値すわんか？
[2:36:30] 阿修羅覇王拳: パイクとかよくミッド行く
[2:36:33] tankbba146: 1人の方が経験値多いから
[2:36:33] リコペン: アーリからしたら経験値吸われて嫌だけどな
[2:36:38] dio10111: 住むのは普通に無いだろw
[2:36:39] fuyukun_gat: BOTでのしごとなくなったんじゃない
[2:36:41] しゅごいよ: 居留守つかってる
[2:36:43] ててて데데데: でもアイアンだぞ
[2:36:45] kurage_jpn: 俺がMIDならそろそろキレる
[2:36:47] unlucky0314: 見られてるよ
[2:36:48] 03てすと: ロームするにしてもmidに居座るんじゃなくて普通はjgと動くけどな
[2:36:48] raisupan555: 普通にない
[2:36:50] yabayaba_5015: ミッド行くのはあるけどミッド居座るのは普通にないだろｗ
[2:36:53] けろる: 住み着くのはよく分からんけど離れるのとは全然ある
[2:36:55] sonefia: ジリアンいるからアーリ育たなくても
[2:36:56] takoyaking0531: ミッド1回もガンク行ってないしな
[2:37:01] カニカマン: ばれてるぞ
[2:37:03] あにまて: 一瞬だけミッド行ったりするけどこれはやり過ぎ感ある
[2:37:04] くろーずど: JGと一緒に動くのが一番いいよなｗ
[2:37:07] おののくす173: でもドレイブン育ったら他の人いらなくなる
[2:37:09] fuyukun_gat: ヨネ切る取れそう
[2:37:16] かにまぐろ: 俺もミッドならキレる
[2:37:27] raisupan555: 普通にシャットダウン守って欲しい
[2:37:31] tankbba146: あーブリッツ的にはもうスワップの時間だからADC来てよって感じだったのか
[2:37:32] ぺろキャン: まずい
[2:37:46] chikin3537: いいね
[2:37:48] ぺろキャン: ナイスゥ
[2:37:48] びしょーーじょ: うおおおお
[2:37:49] けろる: 今ブリッツ来なくていつくるんだw
[2:37:51] らあすと: おおおお
